CellLine_ID,ABCB1,ABCG2,ABCC1,ABCC2,ABCC3,ABCC4
ACH-000465,4.537992696,2.217303538,4.378587424,4.944354234,0.101967013,3.287786754
ACH-001321,6.32017256,-0.057693869,4.978566297,1.14489514,3.153210568,0.605038033
ACH-000861,0.68784887,1.4380649,5.039269948,0.923480633,4.772752118,3.123787298
ACH-000953,0.239906201,0.174829073,5.036116532,0.401741149,0.144732844,3.238037073
ACH-000325,0.078343864,2.384933045,5.721791293,1.113123721,6.446762746,4.121698909
ACH-000011,4.085385121,0.15081396,5.261596916,2.297047042,6.230567357,4.57051124
ACH-000217,1.14799242,1.907293398,5.823176076,5.847041722,6.326821833,3.504275294
ACH-000100,0.251593118,0.775841289,4.194545224,0.095958543,0.275277395,2.442761141
ACH-000381,4.530946099,0.434926401,4.963712699,5.240765515,5.961996169,3.018431743
ACH-000314,-0.003033238,-0.057693869,5.154670351,1.396965441,4.189509824,3.30030997
ACH-000214,1.14799242,3.189679654,6.089102815,0.82752325,6.478045285,6.346347174
ACH-000763,0.14271371,1.030681513,3.994370397,0.540148736,-0.096076704,2.020552559
ACH-000764,0.051741565,0.844014497,4.319785934,0.205825989,2.592118236,3.799887745
ACH-000150,-0.003033238,1.531756271,4.588306716,4.211600734,6.80773606,2.355403793
ACH-000982,1.540544628,1.907293398,5.639663371,2.868701673,4.840416141,1.955851249
ACH-000745,0.239906201,-0.043715148,4.12395602,0.317104667,0.091066723,2.072897033
ACH-000708,4.18909631,-0.016168189,4.435703378,0.702492792,5.598120099,2.55781152
ACH-000429,4.036697718,-0.02987415,3.988712612,5.110672123,6.659544764,2.970593172
ACH-000189,6.487379661,0.010848988,5.415128119,0.588574444,6.58976284,5.393492461
ACH-000057,0.155239161,3.472477602,5.365936998,0.885918395,-0.011085519,1.502085328
ACH-000068,7.554567928,0.0241652,4.444021627,0.392596867,-0.096076704,2.207853711
ACH-000194,0.065106054,0.342939739,5.460355013,0.860278721,2.276558364,3.294757363
ACH-000404,0.228120659,0.671133538,4.574287798,4.546736634,0.123514419,4.109814952
ACH-000364,2.387901378,0.736487177,4.137911599,0.759507015,4.321240093,2.908501005
ACH-000338,0.893366064,0.909032007,3.254723933,0.898556527,0.394605688,2.956631862
ACH-000169,0.228120659,0.957599557,4.306824302,0.374118891,0.536628599,3.465204957
ACH-000050,0.31973241,1.839790785,3.1096903,1.047226893,0.000642651,1.585212312
ACH-000613,0.871138882,0.174829073,4.706775453,0.383389738,0.867245287,3.331833743
ACH-000837,0.239906201,0.695998787,4.683337242,5.459931605,4.989676728,2.645038846
ACH-000663,4.883073152,0.602590681,4.61541962,1.84895254,5.037834393,3.596474467
ACH-000862,1.879656662,1.690156585,6.103398192,0.084459485,5.147374369,1.497325305
ACH-000584,0.179958009,0.198440551,4.313319533,0.216332961,4.539864111,1.178905203
ACH-000726,1.363275936,4.758361736,6.318162214,3.283038555,5.559937511,2.098381448
ACH-000483,0.117320675,0.11400356,4.721541234,0.107359736,2.340901245,2.940764018
ACH-000239,0.065106054,3.638703851,4.966612783,0.216332961,6.325096317,0.778828854
ACH-000720,0.626929249,2.534675978,5.63600812,1.206263063,7.247683971,3.993103278
ACH-000755,0.051741565,0.063372858,3.865403729,4.511591242,5.483666717,2.36332569
ACH-000006,0.024622685,0.050424841,4.291774453,0.911076544,0.155221799,3.826210901
ACH-000865,0.091457372,0.950763291,6.158121295,0.152018273,1.716453279,3.501863813
ACH-000253,0.104448894,0.010848988,6.275141204,4.36336265,6.877335178,4.138175481
ACH-000572,1.184269224,1.649076175,5.232577885,3.974339158,-0.186605995,3.646500363
ACH-000957,2.244673057,-0.043715148,4.956645507,0.472731641,4.59404661,2.101535927
ACH-000912,0.251593118,0.310888541,5.467415824,0.392596867,4.644956908,3.670346961
ACH-000689,0.228120659,0.24450533,4.686852027,0.588574444,1.973233954,3.936881677
ACH-000983,0.754365176,0.101515923,5.283737323,0.840721702,-0.108653984,3.828142001
ACH-000001,0.130074905,0.162872831,5.039663646,0.12987509,2.939377834,2.452702888
ACH-000915,0.729791315,1.975010116,3.131731233,3.912140039,-0.046875819,3.5656143
ACH-000413,0.308604236,0.539743465,5.032165138,0.049357947,4.148785022,3.56907562
ACH-000358,0.155239161,-0.02987415,4.971983387,0.084459485,0.340801039,0.314222151
ACH-000280,0.01086318,3.434397204,4.8663942,0.971979397,5.183452438,0.884159322
ACH-000503,0.14271371,0.720431575,4.282536972,0.642943786,2.307992528,2.425198384
ACH-000877,0.274677585,-0.057693869,5.465653827,0.716975442,-0.147083525,2.991287784
ACH-000781,0.446781634,4.665078976,6.182397116,6.2427932,6.846577496,4.187271872
ACH-000316,3.819348256,2.961938144,5.021043879,5.630328864,5.845981784,4.679459224
ACH-001128,-0.003033238,-0.057693869,5.415128119,1.123798136,0.046589971,2.580679475
ACH-000467,5.131209032,0.310888541,6.159216967,1.16050268,5.055164315,2.75579225
ACH-000824,-0.003033238,3.348789991,5.781904631,4.859470873,4.054754395,3.136243687
ACH-000273,0.104448894,0.332337047,5.48462956,0.766466159,4.30708796,3.226423513
ACH-000955,2.718567464,1.373633684,5.147742374,1.616414037,4.111083622,3.236590424
ACH-000442,0.286078289,0.744446688,5.112225056,4.095326748,5.914593281,2.972328979
ACH-000869,0.204246942,5.399081174,3.663417244,3.237732671,3.602586081,2.276522653
ACH-000511,0.065106054,3.276076128,5.69014858,0.658081032,3.205392733,4.395042064
ACH-000520,0.239906201,3.98240434,4.750151171,1.439632488,3.951857812,4.233308584
ACH-000875,-0.003033238,1.300773288,3.872437553,1.080580451,4.790351614,3.277971609
ACH-000913,0.14271371,0.24450533,3.944312221,0.481346667,5.072280799,3.1159477
ACH-000013,0.352594595,-0.002594655,4.971158428,0.216332961,1.588403498,2.251149045
ACH-000440,0.251593118,-0.057693869,5.493593211,0.627633539,0.134164125,3.59421078
ACH-000652,4.871623985,1.857871471,5.486948046,4.97799454,6.217036893,4.670278339
ACH-000473,0.051741565,2.999101378,4.431526376,0.184561542,5.20460288,2.847432854
ACH-000435,3.38832889,0.602590681,4.512872423,1.170807593,3.894925801,2.479698448
ACH-000886,0.274677585,1.694199321,5.1817004,0.627633539,4.812866134,3.734498331
ACH-000304,1.782006576,1.54528623,2.880910598,2.535743705,1.805297857,1.836168753
ACH-000805,2.771274793,0.444785037,4.269905965,0.02543531,-0.011085519,3.523424979
ACH-000852,1.315205394,3.802709649,5.213488087,6.838854836,5.815710595,3.011692952
ACH-000293,1.789765365,0.679470951,5.047123756,0.401741149,2.272009163,2.037112847
ACH-000056,0.14271371,-0.043715148,4.42313627,0.02543531,0.175965167,2.799405288
ACH-000351,0.216234814,3.257625677,3.76696554,0.118664715,4.985156064,3.343986068
ACH-000876,0.117320675,0.539743465,4.870821058,2.671317825,5.627765468,1.259657986
ACH-000678,0.104448894,3.742958908,4.403775482,0.118664715,2.055493455,2.700421537
ACH-000098,0.263183048,2.177807165,4.673754143,1.113123721,4.74611988,3.366667894
ACH-000168,0.091457372,-0.02987415,3.964212968,1.191182618,0.035244767,3.908850249
ACH-000079,1.135687684,0.768058167,3.87943758,1.307324513,1.392673985,3.229335582
ACH-000493,1.883279435,2.324391545,4.501525965,3.020210706,4.326445267,3.535267136
ACH-000297,2.710586994,-0.043715148,4.126905166,0.205825989,0.035244767,1.309305542
ACH-000540,0.544484291,1.476294468,5.377845294,0.355382473,4.794809612,3.106484235
ACH-000448,0.31973241,1.11851323,4.568859781,3.048306975,6.060142682,2.126529184
ACH-000778,0.065106054,4.152264456,4.990015298,0.941874039,3.894216911,3.951141491
ACH-000255,0.31973241,0.567022961,4.787600231,1.288653381,0.822717638,3.235142338
ACH-000391,0.078343864,-0.02987415,4.363638568,0.072860866,0.898199347,2.996415894
ACH-000512,1.309760636,0.063372858,3.920745803,0.580624082,-0.083612228,1.393600216
ACH-000209,4.71021428,0.063372858,5.563933086,3.150469974,6.940766511,4.96329222
ACH-000444,1.190224792,0.493066418,3.845883758,0.977920126,0.069006262,2.922928274
ACH-000984,0.929642868,-0.02987415,5.672919215,0.665585994,0.206511008,4.450248531
ACH-000528,0.024622685,0.210099123,3.643026738,0.82752325,-0.186605995,1.1306712
ACH-000500,1.563477466,3.296869846,4.997328141,1.785601159,3.991424784,3.130028787
ACH-000801,1.399552741,-0.043715148,4.297682054,5.120664385,0.123514419,3.316842109
ACH-000660,0.117320675,0.138650681,4.432721027,0.392596867,0.63621465,0.898604447
ACH-000890,0.204246942,-0.02987415,4.362385878,1.52109418,1.909657054,4.314342469
ACH-000614,0.590886514,1.580741737,3.535455303,4.573718235,0.101967013,3.252425214
ACH-000883,1.714256249,3.430883613,5.097923376,0.787129273,5.130580991,3.667118013
ACH-000073,0.971966666,0.0241652,5.096788294,1.556195717,0.080080263,2.49421544
ACH-000754,4.268691125,4.036010314,5.140414,0.140992432,-0.071258547,2.832235365
ACH-000400,0.251593118,1.363453568,4.899272333,0.247368297,6.725342647,3.529358072
ACH-000681,0.038247949,5.256927222,6.045749992,6.493792227,5.643563194,4.591246704
ACH-000731,0.065106054,4.83681089,5.851859285,1.334852167,4.745351409,4.005972626
ACH-000107,0.729791315,0.174829073,5.985726352,0.472731641,7.074090299,3.030150245
ACH-000295,0.308604236,0.088916288,4.834117432,0.107359736,-0.083612228,2.714979919
ACH-000704,4.387419955,-0.002594655,5.226704067,0.061160949,3.634576205,3.651954372
ACH-000919,0.065106054,-0.057693869,4.032585778,2.58128283,5.946859963,0.05678179
ACH-000656,1.373737247,0.138650681,4.078987084,0.580624082,-0.108653984,1.530323868
ACH-000939,0.091457372,-0.043715148,5.465947641,0.995585859,0.583479548,3.147056463
ACH-000576,0.436624656,-0.057693869,2.829786832,0.745479327,0.035244767,1.112164241
ACH-000609,3.073300539,0.567022961,5.320231038,0.635310534,4.738802192,3.312726604
ACH-000313,3.863857391,0.088916288,5.200151121,1.080580451,7.316860626,4.212697505
ACH-000737,6.951501275,0.037356376,3.54975471,1.792072824,5.105597494,3.016749961
ACH-000870,0.696338735,0.0241652,4.808047975,0.107359736,-0.022913504,4.28782814
ACH-000376,2.60030089,3.158709765,5.212439596,1.855125971,5.165672496,4.469025441
ACH-000430,0.038247949,0.775841289,5.027409276,0.297547648,0.349914382,3.586260103
ACH-000276,0.286078289,0.198440551,4.294403011,0.195235958,6.498769831,2.076107036
ACH-000616,0.330772613,0.530531302,4.493530535,1.405608258,2.95758176,3.432671372
ACH-000319,1.946932001,1.300773288,4.581853204,3.842028992,5.349510936,3.159316583
ACH-000827,2.52238388,2.192040821,4.257164489,3.689734973,4.630421501,2.954877267
ACH-000088,3.344545416,4.133900144,4.412882896,0.619912295,4.844358782,7.301948966
ACH-000269,2.078782531,1.636514095,4.461688107,0.195235958,2.818707426,3.634429288
ACH-000428,3.823863548,1.921100388,5.034932238,0.307361846,4.320718502,3.883989102
ACH-000647,1.352735672,3.561791974,5.056492778,0.687851859,4.178573417,3.411000307
ACH-000753,1.006282359,1.306104793,4.85303234,0.336380281,3.435500277,4.289235709
ACH-000451,0.038247949,4.732600832,4.494103095,1.16050268,4.773505591,3.025139551
ACH-000570,0.436624656,2.701868567,3.395162323,1.405608258,4.109869841,3.992241271
ACH-000234,2.916693782,1.306104793,5.977064255,6.923077065,7.089330914,4.72868644
ACH-000327,1.820376529,3.281303483,3.624428045,5.498227061,2.676373114,4.541805902
ACH-000323,0.01086318,0.671133538,4.036509502,1.007234907,2.449304827,3.543499822
ACH-000452,0.104448894,0.233129965,5.482597855,0.793946754,3.262405644,2.465035554
ACH-000791,0.204246942,1.817782242,5.389037752,0.257555662,7.123769699,3.222044484
ACH-000772,0.179958009,0.880506156,4.054423756,0.037450028,0.216545564,1.148946333
ACH-000943,0.117320675,0.384567966,3.756555845,0.873159898,-0.108653984,2.795493903
ACH-000782,0.476816737,0.0241652,5.301605229,0.65053379,0.000642651,2.785669315
ACH-000769,1.135687684,0.255789326,5.496185265,0.001077693,0.628802473,3.678922713
ACH-000188,0.167653274,0.602590681,3.766022272,0.297547648,1.139287158,1.487758414
ACH-001656,1.414816045,0.704190355,4.473347855,1.63105497,-0.134155247,4.118539307
ACH-000022,0.024622685,1.726129102,4.798789108,2.563252516,6.823592693,3.142432226
ACH-000567,0.130074905,0.010848988,4.137180418,0.879554335,0.376901246,2.265299939
ACH-000848,5.716203449,2.014126793,4.84989686,5.715820837,1.584672543,3.767056351
ACH-000080,1.43988994,0.11400356,4.478564452,0.383389738,0.155221799,3.807736833
ACH-000356,0.038247949,0.321653727,5.758300333,2.689612277,4.768222685,3.304460601
ACH-000802,0.01086318,0.836601024,4.4339147,0.898556527,3.475363783,2.518093972
ACH-000897,1.09174676,3.203534302,5.026615121,0.095958543,2.410669103,3.52698773
ACH-000092,0.308604236,0.909032007,5.381585675,1.924148038,5.433751177,3.930598911
ACH-000885,0.48668659,-0.016168189,4.300299984,0.247368297,5.862766978,4.931482225
ACH-000457,3.965225579,0.424998092,4.884021491,0.037450028,6.453188312,5.020649467
ACH-000158,0.038247949,0.557988526,5.149933718,0.53190482,-0.059013712,2.063224429
ACH-000899,0.721502991,0.444785037,4.640484804,4.118834698,0.621350552,3.338597528
ACH-000713,0.840941415,1.337675782,3.803284606,0.072860866,5.36017014,1.48295134
ACH-000911,0.065106054,2.558879159,3.7603498,0.612146291,3.358439497,3.623368237
ACH-000773,0.01086318,-0.016168189,3.902817399,0.464060853,-0.011085519,3.532906382
ACH-000739,3.975778096,3.127041726,4.578075412,6.210863428,4.560650387,2.154144123
ACH-000935,0.786471842,1.251856744,4.120261172,0.464060853,1.426572736,4.470889908
ACH-000389,3.89932521,3.35870079,5.491573976,3.746455557,6.00612988,3.692751686
ACH-000723,0.330772613,1.795423417,5.165181519,1.348406739,4.861079744,2.328682429
ACH-000564,0.900697201,-0.057693869,3.293082443,0.084459485,-0.059013712,-0.07716044
ACH-000157,2.97087089,1.447720264,5.017051337,0.336380281,0.367963725,2.683603533
ACH-000166,1.726453518,0.063372858,4.916508593,0.50686424,-0.046875819,3.863413886
ACH-000415,0.024622685,0.050424841,3.312533704,0.084459485,1.531359382,0.639776476
ACH-000137,0.31973241,2.689996525,5.034142174,1.150117884,6.684430699,4.32810621
ACH-000932,0.024622685,-0.016168189,4.073649132,0.604335003,-0.096076704,3.051666567
ACH-000241,0.590886514,2.033284134,5.188824512,0.564580393,1.159725465,6.270563635
ACH-000133,0.286078289,0.909032007,4.023916206,1.035921914,4.834300884,4.110610235
ACH-000690,0.01086318,1.636514095,6.884281235,3.779076876,4.816157286,3.506682795
ACH-000549,4.156795922,3.471338689,5.028202998,1.007234907,4.515138279,1.558026201
ACH-000606,0.48668659,1.056341585,5.12416063,0.237102867,2.6882444,1.909868548
ACH-000853,0.078343864,0.088916288,4.894496392,0.392596867,1.870674697,3.253856255
ACH-000752,0.065106054,1.50891268,5.654967668,0.037450028,5.186533681,1.372978732
ACH-000734,4.631062665,5.098394919,4.470441655,7.301087762,6.594139462,4.135833047
ACH-000510,2.143322392,0.186684416,3.39028574,0.65053379,0.583479548,3.621145928
ACH-000580,0.618005395,0.844014497,4.873911874,5.83966859,-0.083612228,3.283588346
ACH-000045,0.078343864,-0.057693869,4.071355438,0.879554335,-0.147083525,2.376434005
ACH-000633,0.167653274,4.499307008,3.935939337,1.472813926,2.18261857,3.879338331
ACH-000058,0.251593118,2.092280975,6.536061696,2.083882523,6.33137184,3.196978605
ACH-000257,0.117320675,0.593782816,5.303248633,0.336380281,0.829166744,2.440265083
ACH-000812,0.729791315,2.521296354,3.974880102,4.079617528,0.134164125,3.224965297
ACH-000845,0.263183048,2.755982268,5.711154392,1.670511511,7.606482943,2.751762011
ACH-000842,0.825594245,0.138650681,3.705330319,-0.049007843,3.542714881,3.392908632
ACH-000761,0.167653274,0.971173091,5.335090675,0.702492792,4.475105435,0.107095248
ACH-000456,0.251593118,2.160534203,3.920745803,0.738410012,4.565908072,1.709910926
ACH-000774,0.204246942,3.808099106,3.919897054,0.355382473,3.910430606,1.148946333
ACH-000960,0.01086318,0.602590681,4.54307366,0.766466159,0.101967013,2.518093972
ACH-000076,2.667924554,2.244850497,4.541966189,0.523609859,-0.096076704,5.446633378
ACH-000718,0.286078289,1.075283668,4.770654126,1.590400947,5.674629921,1.530323868
ACH-000833,0.297386678,-0.043715148,4.063683604,0.401741149,-0.046875819,2.95838435
ACH-000534,0.14271371,-0.02987415,4.52188639,1.047226893,0.658216901,1.525655238
ACH-000605,0.14271371,1.142631417,6.115298849,1.485048093,5.327944089,4.160627198
ACH-000541,2.001174875,0.186684416,3.27204413,0.53190482,0.080080263,2.645038846
ACH-000608,0.104448894,1.981605667,4.587233114,0.26766614,3.472485397,1.738478608
ACH-000631,0.091457372,-0.043715148,4.72643009,0.752511532,0.528664223,2.407421628
ACH-000019,0.024622685,4.335551376,4.054423756,0.695192327,3.127597402,0.905773728
ACH-000568,0.216234814,2.416668623,4.83366407,1.206263063,6.468623013,0.682067719
ACH-000790,5.443836135,-0.057693869,2.941976118,0.061160949,1.491986214,3.745772292
ACH-000779,-0.003033238,3.61421783,4.875675115,4.801674515,5.891198574,2.368583158
ACH-000889,0.024622685,0.300040225,3.667461321,1.590400947,0.069006262,2.614323066
ACH-000306,0.104448894,0.186684416,4.357364321,1.560039714,4.326964714,3.358702748
ACH-000392,1.019775976,0.162872831,4.120261172,1.418468824,4.288525465,2.347438647
ACH-000903,0.078343864,0.24450533,4.344734178,0.12987509,3.117714481,2.822655911
ACH-000787,0.130074905,1.154536996,6.076405793,5.465351005,7.326313514,3.855859458
ACH-000835,0.58172859,1.068997976,4.291116572,3.241020113,3.639695106,2.765819408
ACH-000666,0.216234814,1.810368769,5.925268056,6.207759663,6.892257472,3.335895776
ACH-000535,0.038247949,1.368552847,5.355832907,0.237102867,3.870618332,2.290430725
ACH-000664,0.204246942,1.251856744,4.347268981,0.50686424,0.046589971,3.098550851
ACH-000120,2.649234005,0.791279355,5.655741574,1.091516284,6.767060123,4.389798767
ACH-000850,0.384701261,1.694199321,5.824784489,1.075078874,2.213850892,3.677853497
ACH-000794,0.051741565,-0.016168189,3.739359711,0.02543531,1.267060037,1.458675477
ACH-000880,0.228120659,0.210099123,5.554840486,0.317104667,4.123163488,4.911415134
ACH-000615,0.14271371,0.24450533,3.680527577,3.181719827,0.265659503,3.39680435
ACH-000258,7.002325839,-0.043715148,1.869346476,4.0970609,0.134164125,1.548850412
ACH-000412,0.456865277,1.388766863,4.487792529,0.410823435,6.044686352,2.903053784
ACH-000970,0.239906201,1.273807971,4.857499924,1.226109826,4.236300586,2.8303245
ACH-000706,1.117024888,0.575999668,5.363417537,1.307324513,7.017932162,4.402871845
ACH-000032,0.024622685,2.140110272,4.95456038,2.017352862,-0.046875819,3.266672844
ACH-001129,0.130074905,0.198440551,3.479111164,0.364783438,0.265659503,3.282186188
ACH-000285,2.412885558,-0.043715148,4.303565795,0.917292945,0.265659503,2.298712369
ACH-000215,2.825754834,2.580525965,5.970845359,1.206263063,6.137348342,4.660494017
ACH-000173,3.358454415,1.235165262,5.177050976,0.716975442,6.959487017,2.501420125
ACH-000460,1.27104113,0.783581528,5.131940543,0.118664715,3.853200498,2.580679475
ACH-000218,0.024622685,-0.057693869,6.642698508,1.064007472,-0.071258547,1.620689943
ACH-000553,0.104448894,-0.016168189,4.839998331,1.041586329,4.57462692,3.55285207
ACH-000274,0.978897591,0.984616733,3.864522109,5.526147534,1.554458748,2.8303245
ACH-000717,0.01086318,2.033284134,5.125645725,1.041586329,4.910409777,1.684971076
ACH-000914,0.051741565,-0.043715148,4.104639661,0.152018273,-0.083612228,2.050227054
ACH-000350,1.43988994,1.50891268,4.946189901,1.196228319,7.088263084,4.551241315
ACH-000551,0.286078289,0.037356376,4.647714981,-0.011269234,0.255974587,4.267264288
ACH-000574,0.971966666,0.088916288,4.798789108,0.635310534,1.224147473,2.675121267
ACH-000004,5.2215631,0.404928466,4.337103198,0.455333577,1.861521339,7.073538328
ACH-000675,2.718567464,1.847051007,4.734218296,0.383389738,3.447286467,4.634077077
ACH-000586,0.446781634,0.050424841,4.502664596,0.401741149,0.012272676,2.050227054
ACH-000617,0.130074905,0.174829073,5.812562094,0.095958543,1.04890634,2.379041595
ACH-000557,0.515884416,0.210099123,4.780092953,0.65053379,0.165632183,0.107095248
ACH-000153,1.225434516,2.419080383,4.033371369,1.107754447,0.650921452,4.749872141
ACH-000555,4.046725664,2.688008061,6.192958788,6.332296592,6.613615367,4.025487748
ACH-000355,0.179958009,-0.043715148,5.689896678,0.355382473,-0.200033924,3.298923798
ACH-000665,2.072477426,1.914213855,4.465779642,0.724158472,6.935530136,3.76201681
ACH-000900,0.590886514,3.84000874,3.431225497,1.274477248,3.318245193,3.563302183
ACH-000030,0.216234814,4.266762141,5.92398144,5.372777351,5.360663933,3.01338057
ACH-000872,2.310149662,0.783581528,4.142290994,3.093048382,6.901574467,4.541805902
ACH-000742,2.619653326,0.628687714,5.217674521,0.205825989,2.698339697,3.8415886
ACH-000386,4.876724095,0.126381172,6.980052783,0.489906646,-0.121346125,3.160841879
ACH-000506,-0.003033238,-0.043715148,3.690499402,0.195235958,-0.108653984,3.168444532
ACH-000628,0.416086367,5.339479695,7.142428529,1.435426419,6.046495961,3.612222685
ACH-000409,0.216234814,0.342939739,4.552453326,0.345915069,2.058153322,5.129803407
ACH-000401,1.668598802,1.447720264,3.038386889,0.687851859,0.446404722,2.251149045
ACH-000167,0.405702836,-0.043715148,4.547495144,0.54834223,0.023806185,3.886772465
ACH-000987,0.848552215,0.575999668,5.0408441,1.811302323,0.101967013,3.693810044
ACH-000449,0.065106054,1.718214434,5.226357809,6.644469285,3.317171589,3.876540735
ACH-000160,0.078343864,-0.043715148,5.870449876,6.363831463,3.164044766,0.427695594
ACH-000533,0.01086318,0.050424841,5.668068483,3.375251466,0.046589971,2.922928274
ACH-000868,0.228120659,2.597606417,4.094131481,0.709753688,2.814087655,3.69169256
ACH-000324,2.100628897,0.464297155,4.441056273,0.50686424,3.658304731,4.957964354
ACH-000814,2.328682729,1.948313827,3.862757266,4.113138975,1.154643998,3.134692442
ACH-000898,0.179958009,0.088916288,6.263632351,6.175463236,7.561115032,2.769811054
ACH-000181,0.216234814,0.901954663,4.275237637,1.123798136,4.236854835,1.378161493
ACH-000829,2.184749366,-0.057693869,4.65439674,0.65053379,0.057843311,3.19846505
ACH-001099,-0.003033238,0.611343668,6.627159032,5.439941437,0.613858459,3.14088755
ACH-000650,0.762461306,1.702250059,5.341184394,4.006244114,-0.059013712,3.657388068
ACH-000808,0.563230592,-0.002594655,4.642554233,0.205825989,5.098163113,3.290578995
ACH-000284,0.825594245,1.081541362,5.305874231,0.326777143,3.649031067,3.973147123
ACH-000536,0.065106054,3.046143158,3.901958138,3.851776878,5.817133274,-0.035671036
ACH-000906,1.072483304,2.03010933,4.401947147,1.392623031,0.822717638,3.207352056
ACH-000112,0.091457372,-0.02987415,4.030226461,0.140992432,0.226508186,2.843648297
ACH-000627,0.900697201,1.718214434,4.733247044,0.580624082,3.593812189,3.16996032
ACH-000693,0.155239161,1.462080013,5.635223657,2.606124401,4.42761944,4.07601547
ACH-000945,0.14271371,0.255789326,3.190328628,0.237102867,3.03995319,3.570227571
ACH-000156,0.155239161,1.024192587,5.578690557,1.102363566,0.479895014,1.438959694
ACH-000499,0.635796443,0.162872831,3.718062778,0.392596867,0.046589971,2.430237925
ACH-000033,0.024622685,0.278088999,4.216180694,1.298021475,1.065289004,2.144997098
ACH-000211,2.161227489,0.539743465,4.871263005,0.50686424,3.913930431,2.989574401
ACH-000854,0.696338735,3.661775807,4.764485932,0.257555662,-0.083612228,-0.07716044
ACH-000132,1.535912522,0.712334435,4.165428002,0.489906646,3.405589944,2.187200949
ACH-000856,3.424795151,1.206897711,5.646946475,0.572626255,2.961749019,4.676764956
ACH-000639,0.051741565,0.278088999,5.32055569,0.455333577,0.091066723,2.913927964
ACH-000959,5.598085062,0.088916288,5.47677732,0.41984456,5.224619786,3.644313038
ACH-000922,0.14271371,0.126381172,4.87347073,0.464060853,0.069006262,3.373272458
ACH-000062,1.419866967,4.205959523,6.157755888,6.407675407,6.199868964,3.529358072
ACH-001193,0.506219474,0.611343668,5.290380644,0.336380281,-0.241114152,3.06475137
ACH-000929,0.078343864,4.715787269,4.652344077,5.521767045,6.491895931,4.075201099
ACH-000286,3.505221136,2.255719796,4.689357406,2.839482804,3.831116667,3.466441876
ACH-000146,0.384701261,-0.02987415,4.750151171,0.635310534,2.218594173,3.103316057
ACH-000039,0.078343864,0.454574971,4.667160777,0.612146291,-0.160133197,3.248123651
ACH-000059,0.091457372,1.223926403,3.938456258,0.410823435,0.112782475,3.189523577
ACH-000026,1.309760636,0.221661739,4.066757188,2.033623897,6.620113649,4.551241315
ACH-000210,5.337574523,-0.043715148,4.013603388,0.401741149,0.144732844,3.120656512
ACH-000643,0.065106054,2.534675978,4.106881587,0.401741149,4.451090345,2.445252936
ACH-000988,0.352594595,0.063372858,4.784320556,0.345915069,1.546801539,2.578408742
ACH-000136,2.007809464,-0.016168189,5.040057237,0.472731641,1.290339976,2.344773905
ACH-000265,0.446781634,0.768058167,3.954296574,0.237102867,3.513183255,2.910312235
ACH-000395,0.192155278,0.010848988,5.307840328,4.14918001,0.952236473,3.186530867
ACH-000866,0.078343864,0.278088999,4.152458678,0.489906646,0.71524151,3.010003379
ACH-000037,1.013045464,1.262875231,4.179704235,0.642943786,2.810999254,2.692036769
ACH-000924,4.599861483,5.869461174,5.929334859,4.340919528,6.09127883,0.698646826
ACH-000816,1.104443015,0.909032007,5.367823739,0.446549073,0.134164125,4.07845586
ACH-000021,0.572510217,-0.016168189,4.364264509,0.345915069,1.846130485,1.506829871
ACH-000447,0.01086318,4.001282786,7.618603725,6.845182118,7.334450351,3.30997647
ACH-000441,0.330772613,0.851389054,4.541412137,4.841033768,0.165632183,4.33902447
ACH-000320,0.078343864,2.525770402,6.010195135,0.604335003,4.11471862,2.731442104
ACH-000414,0.746221839,4.166923892,6.239820189,7.30846519,6.783916957,3.637731317
ACH-000673,0.14271371,0.278088999,4.174723451,1.11847156,2.683169118,3.547013944
ACH-000176,0.14271371,2.026927336,4.82639103,0.731303194,5.621436676,3.810669388
ACH-000292,0.544484291,-0.02987415,4.0880926,0.107359736,-0.108653984,2.845541803
ACH-000340,0.078343864,0.473952519,4.159678107,1.255339322,1.154643998,2.723234231
ACH-000625,4.504615482,1.657388921,4.909208084,4.877657672,5.088888904,2.138867065
ACH-000305,0.274677585,0.760231685,5.073129726,2.073457319,6.88155604,2.160210434
ACH-000377,0.065106054,0.775841289,4.352956215,2.664602863,4.321761488,2.963629217
ACH-000637,0.130074905,1.408694146,5.636269514,1.302681069,5.50518979,2.922928274
ACH-000839,0.091457372,3.312265615,4.218257498,0.941874039,4.148194506,1.836168753
ACH-000893,2.007809464,4.238670739,6.478859894,5.842183151,7.456584497,4.987465694
ACH-000770,0.038247949,-0.002594655,6.059693392,2.238202391,0.446404722,3.39680435
ACH-000390,0.051741565,4.659710427,6.776758803,7.138471368,6.466619485,2.751762011
ACH-000927,0.051741565,0.454574971,4.120261172,3.546936729,4.8762034,0.73928861
ACH-000287,0.239906201,-0.02987415,4.886647285,0.673049144,0.155221799,1.828589797
ACH-000902,0.024622685,-0.043715148,5.493881445,0.977920126,0.376901246,0.030959068
ACH-000514,0.216234814,-0.043715148,4.469859719,0.481346667,-0.046875819,3.824277242
ACH-000040,0.525482931,1.106297067,7.084206346,0.680470947,0.520653942,2.501420125
ACH-000539,2.128224099,1.948313827,5.597332364,0.152018273,3.733534711,4.74935906
ACH-000130,0.263183048,1.195429485,4.908777501,0.847272483,0.046589971,3.34935478
ACH-000281,0.104448894,0.806549613,4.287163034,0.446549073,5.698257236,1.611901087
