Drug,Pearson_Correlation,Label,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imide,fr_methoxy,fr_morpholine,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_thiazole,fr_unbrch_alkane,qed
ELTOPRAZINE (BRD:BRD-K86171477-001-01-3),-0.13690827563565,0,2.390502728,2.201465484,-2.319363616,2.38881798,-2.433649909,5.64984036,0.171703619,16.56331709,10.18660738,1.927885201,375.2815517,10.79468245,9.238401671,9.238401671,7.949489743,5.792784606,5.792784606,4.038370334,4.038370334,3.003105368,3.003105368,2.213091232,2.213091232,0.0,0.0,0.0,0.0,13.21376393,37.67804929,5.687386275,0.0,12.13273414,16.2830654,9.473725908,1.0625,1.875,2.75,0.5,-1.42,16,204.144,9581.134933,9.781107035,4.215151388,1.691505867,95.14617981,5.720732237,0.486060861,5.720732237,0.184146701,0.648912037,0.184146701,0.648912037,-0.486060861,0.8674,62.5147,220.272,1,4,0,2,2,0,1,0,1,0,0,4,1,4,2,1,0,1,1,86,19.69042424,13.21376393,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.066367068,12.13273414,26.17902562,5.687386275,2.576802931,3,9.473725908,5.687386275,0.0,5.316788604,0.0,0.0,44.29269928,18.19910121,11.49902367,19.625,19.69042424,5.687386275,11.49902367,0.0,39.39278955,0.0,0.0,0.0,18.19910121,0.0,0.0,33.73,11.30836026,0.0,2.351203704,3.350803493,1.165462963,1.789752457,6.114984174,0.0,5.419432949,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.761078039
AZD1080 (BRD:BRD-K61041538-001-03-0),-0.1346640600921304,0,2.979156607,2.327069903,-2.260216278,2.363993722,-2.351897107,6.044406414,-0.115815676,16.47747347,9.947708937,1.562024579,835.4928643,17.22540387,13.73512316,13.73512316,12.24151474,8.342541601,8.342541601,6.315929553,6.315929553,4.664993539,4.664993539,3.342412346,3.342412346,5.917906046,4.794537184,0.0,5.907179729,11.25737949,49.6623224,0.0,18.19910121,18.32957771,21.26989817,9.998754509,1.28,2.12,2.84,0.315789474,-2.75,25,316.235,940984.4894,15.75887168,6.631212842,3.118518106,145.5933628,12.37696359,0.37879229,12.37696359,0.237582942,0.098593451,0.237582942,-0.457651224,-0.37879229,1.86948,91.9627,334.379,1,6,0,2,2,1,1,1,2,1,0,5,1,6,3,3,0,1,1,126,10.05365156,5.917906046,0.0,5.907179729,0.0,0.0,14.67842544,0.0,5.261891555,0.0,6.066367068,35.39237126,31.51849906,30.54036473,4.18001729,4,9.531400138,11.594566,5.261891555,9.883888252,0.0,12.46266245,31.62006534,58.91296138,6.069221313,19.96,5.316788604,5.687386275,0.0,0.0,42.09434472,16.07615654,11.33111287,28.30218852,36.52867891,0.0,0.0,78.25,5.363353196,0.0,19.23660558,11.96631412,3.946279207,-0.556244675,11.30896231,1.837513779,4.230549812,0.0,0,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.926973863
CLOBUTINOL (BRD:BRD-A43809092-003-02-1),-0.1334442188590472,0,2.19926618,2.282657404,-2.320468525,2.230963107,-2.401902975,6.300815589,-0.002589026,35.49569118,9.844531285,2.676866219,345.7447718,13.05204176,11.07335657,11.82928552,7.809367635,5.925991672,6.303956145,5.323706556,5.760142336,3.175934299,3.427910615,1.934134967,2.060123124,5.601050811,5.106527395,0.0,5.917906046,6.420821623,17.13084121,0.0,0.0,45.28454944,11.82364693,11.60093989,1.294117647,1.823529412,2.294117647,0.571428571,-0.57,17,233.613,3932.287929,14.49086427,5.852669646,4.663060149,109.2082737,10.49494,0.389506516,10.49494,0.069701567,0.215905612,0.069701567,-0.696329837,-0.389506516,2.8312,73.4978,255.789,1,2,0,0,0,0,1,0,1,2,0,2,1,3,0,5,0,0,0,96,10.00643713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.65741123,44.63317284,17.98821134,5.601050811,4.988837734,1,5.106527395,11.60093989,0.0,4.899909731,5.917906046,25.86934683,20.64010037,34.85155308,0.0,16.88235294,0.0,0.0,0.0,11.60093989,36.24758831,6.420821623,5.917906046,19.41092589,24.26546827,5.022633314,0.0,23.47,0.0,5.845125128,2.098212449,11.22617413,0.419416572,0.215905612,7.67215199,0.651959877,4.853454314,4.04537771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.874748203
TRIMETHOQUINOL (BRD:BRD-A56241705-003-01-2),-0.1333381559565054,0,2.620117757,2.231506487,-2.276186662,2.400928738,-2.307475558,5.543374592,0.323162253,16.53002984,9.894387626,1.951161186,749.6451484,17.97432702,14.62724375,14.62724375,12.06641191,8.139990711,8.139990711,6.034158527,6.034158527,4.561224239,4.561224239,3.339223783,3.339223783,0.0,10.21305479,0.0,17.5408645,23.66935712,29.6559325,0.0,33.46212676,12.13273414,5.316788604,14.21058886,0.96,1.6,2.2,0.368421053,-2.6,25,322.211,483005.608,17.23042193,7.106693479,3.300375354,146.5162263,9.857470779,0.50425305,9.857470779,0.202773719,0.025978836,0.202773719,-0.099683308,-0.50425305,2.5531,94.0213,345.395,3,6,0,1,1,0,2,0,2,1,0,6,3,6,1,5,0,0,0,134,29.74043226,0.0,22.99804733,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3422224,6.041840829,21.32939262,4.898053087,3,24.42364365,0.0,0.0,5.316788604,0.0,18.88348408,27.87414903,40.95582275,28.74755917,16.2,19.52737747,0.0,28.74755917,0.0,38.08720382,12.84164325,0.0,22.7321953,24.26546827,0.0,0.0,80.18,16.19071332,0.0,0.0,23.05404081,3.064081659,1.611778452,7.167188419,1.502834941,0.811811933,4.764217133,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,3,0,0,2,2,0,0,0,0,0,0,0.722907747
PHORTRESS (BRD:BRD-K74558903-300-01-5),-0.1328686603804869,0,3.060894,2.147372031,-2.138066236,2.319431559,-2.35329463,7.212129143,-0.117087244,32.13353968,10.07842589,1.735351033,956.3047491,19.38854058,15.1662542,15.98275078,12.97356555,8.91314106,9.729637641,6.540966106,7.571614988,4.386861858,5.472334566,2.826116482,3.768452042,6.041840829,9.184952232,0.0,11.72440057,18.48227875,39.36347612,23.46952001,6.066367068,25.12283841,10.30076712,11.46733495,1.259259259,2.074074074,2.814814815,0.3,-2.35,27,363.312,1427331.603,19.41264832,8.559287154,4.683615744,161.141469,13.35789285,0.330473494,13.35789285,0.240792878,0.195987294,0.240792878,-0.54649556,-0.330473494,3.80562,109.2615,386.496,5,5,0,0,0,1,2,1,3,1,0,5,3,7,1,7,0,0,0,142,16.78412356,10.82484454,0.0,5.907179729,0.0,0.0,4.794537184,9.374393569,0.0,11.33678588,6.420821623,62.20542369,17.31720483,16.25846146,6.154015979,3,9.184952232,33.14797252,0.0,4.983978521,11.46733495,32.2280429,11.86154501,47.77887474,10.57107519,12.2962963,16.78412356,10.07780132,0.0,11.33678588,23.47775549,4.794537184,12.74095804,24.82591636,36.39820241,0.0,20.78769582,94.03,14.29297172,1.508299082,16.75644604,3.70271452,14.62529983,-0.49099443,9.768186891,2.309928331,2.527148016,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.538365238
WIKI 4 (BRD:BRD-K19316653-001-02-0),-0.1321802180465069,0,3.394169969,2.317401892,-2.266608342,2.314022578,-2.405640313,7.986911957,0.061094426,32.16655602,9.939035618,1.210421337,1599.981651,26.06190269,20.57328525,21.38978183,18.65219834,12.16471115,13.15030971,8.748722317,9.810794114,6.515539606,7.53076162,4.685091004,5.560639134,0.0,9.589074368,0.0,11.81435946,40.8261756,27.77279803,16.66179468,31.63621882,65.23077033,15.18134214,4.736862954,0.842105263,1.526315789,2.184210526,0.137931034,-4.5,38,498.418,903778182.6,23.87206949,10.10200486,4.202786045,222.8342343,13.18593133,0.496765883,13.18593133,0.260885263,0.244747246,0.260885263,-0.244747246,-0.496765883,5.2695,145.798,521.602,0,8,0,1,1,2,3,2,5,0,0,8,0,9,3,8,0,0,0,188,4.736862954,5.749511833,10.98084098,0.0,11.81435946,0.0,24.04006227,0.0,0.0,10.19736362,36.02735322,60.33798239,52.45526212,7.109797541,6.34620426,6,14.32593732,34.34869284,0.0,24.64835152,0.0,11.5772581,19.40740755,96.31699495,22.8247541,12.81578947,4.736862954,0.0,5.749511833,11.76188495,55.87011853,0.0,0.0,27.13679897,90.34652845,0.0,27.84769069,90.21,7.306186674,1.531573077,31.83487131,11.27860993,2.946211307,1.615925524,22.64051001,4.056857178,0.322691837,1.633229819,0,0,0,4,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.156098408
LADUVIGLUSIB (BRD:BRD-K16189898-003-03-3),-0.1320608961973919,0,3.229244096,2.16370003,-2.120416942,2.346897196,-2.156477226,6.360671605,1.016701394,35.49683663,10.06854594,1.532791226,1278.083112,22.50142475,17.02501264,18.53687053,15.52920844,9.720134631,10.47606358,6.867997175,7.711633082,4.542876418,5.090682529,3.008254728,3.506251928,0.0,0.0,0.0,0.0,51.98276548,16.82083098,6.196843572,30.46231185,25.25616915,30.56949129,33.44774986,1.0,1.84375,2.53125,0.136363636,-3.67,32,447.204,23765621.93,21.55783026,9.641528455,4.965206164,194.249043,8.842475442,0.36830641,8.842475442,0.222799608,0.451511433,0.222799608,0.451511433,-0.36830641,4.9396,125.7381,465.348,3,8,0,0,0,0,1,3,4,0,0,7,3,10,3,7,0,0,0,160,15.61755573,17.71148859,0.0,5.948339281,0.0,0.0,0.0,19.93591408,5.261891555,0.0,23.20187978,37.25557254,42.26612833,27.53739229,6.495326059,4,0.0,34.96808184,5.261891555,24.9198926,0.0,6.9237372,23.72309002,70.22501217,28.71445679,10.5625,10.63357721,11.76620206,0.0,23.20187978,38.00940542,0.0,18.25485007,11.25737949,48.92236606,10.04526663,22.64523548,115.2,0.0,12.53607895,20.9607621,16.25043342,3.470961394,1.791802385,10.78985886,5.052737191,3.036254579,0.0,0,0,0,5,1,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.331308711
ERYTHROMYCIN (BRD:BRD-K63550407-001-12-7),-0.1319674060495626,0,3.051689271,2.531649082,-2.487194461,2.404143597,-2.608783389,5.832879433,-0.317593058,16.71366525,9.736716474,2.183066335,1167.298166,38.96337266,32.93794906,32.93794906,23.4255188,18.49411747,18.49411747,16.47185399,16.47185399,11.82155304,11.82155304,8.410333559,8.410333559,107.535145,35.12171134,0.0,31.40827209,6.420821623,0.0,27.88100914,41.5424232,25.9189909,0.0,28.42117772,0.882352941,1.490196078,2.039215686,0.945945946,-1.3,51,666.401,26903252120.0,44.09945527,17.01447879,9.506326969,303.5949917,14.07322487,0.458936581,14.07322487,0.31118842,0.093554949,0.31118842,-1.994405755,-0.458936581,1.7856,186.258,733.937,5,14,0,3,3,0,0,0,0,18,0,14,5,14,3,7,0,3,3,298,58.85372443,29.69619492,12.58005346,0.0,0.0,5.969305288,9.589074368,0.0,0.0,0.0,27.6949488,74.90023203,37.32617813,47.63983961,14.71233817,3,63.54288907,11.75255023,0.0,4.899909731,23.67162418,179.1774363,21.20514151,0.0,0.0,49.74509804,0.0,0.0,0.0,0.0,147.6470163,38.01025209,23.67162418,94.92065849,0.0,0.0,0.0,193.91,37.05362067,0.0,29.75921156,57.6101897,-4.839054123,-4.976776577,-0.323754797,-9.707663812,16.33117964,5.176381084,5,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237872506
FPL-55712 (BRD:BRD-A96456596-001-02-2),-0.1316461153107901,0,2.832742363,2.192650959,-2.182944824,2.33151142,-2.253648581,5.970717388,0.061819991,16.51327018,10.01251052,1.779262912,1323.049361,26.40504844,20.49787283,20.49787283,17.17114151,11.79816617,11.79816617,8.469428137,8.469428137,5.649481648,5.649481648,3.932735226,3.932735226,23.26230949,29.70319374,0.0,41.27921656,41.88839152,12.48718869,19.05647134,12.13273414,13.8474744,0.0,13.89087684,0.972222222,1.555555556,2.138888889,0.37037037,-3.85,36,468.288,67386031.66,26.74949967,11.72156606,5.85470123,207.4486421,12.3568605,0.506762368,12.3568605,0.371458607,0.115570838,0.371458607,-1.347078324,-0.506762368,4.1231,132.5414,498.528,3,9,0,0,0,0,2,1,3,1,0,8,3,9,1,12,0,0,0,192,29.21045903,42.14928596,11.21203534,5.760247419,0.0,5.969305288,9.589074368,4.794537184,0.0,0.0,26.68911765,44.03084872,17.19327005,10.94967571,8.709611875,3,38.7995334,22.72179459,0.0,0.0,0.0,52.55846448,13.21376393,63.00576481,17.2485355,11.88888889,14.9025163,0.0,17.2485355,0.0,46.38986274,12.84164325,0.0,65.65253111,39.54352346,0.0,10.96924436,143.5,17.04156615,0.0,35.44227316,30.45996507,0.940677954,-1.439731924,7.117369344,1.320550257,4.950663317,0.0,1,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0.314088544
Y-320 (BRD:BRD-K96259238-001-01-4),-0.1310674839776265,0,3.306752015,2.266826835,-2.406010175,2.284722969,-2.487141829,6.30136108,0.011479012,35.49569219,10.00593361,1.256716451,1268.406276,25.07033885,20.2835357,21.03946465,17.52920844,12.26076548,12.63872995,9.196293936,9.632729716,7.06773605,7.319712366,5.067186731,5.193174889,0.0,10.05642874,0.0,5.907179729,27.8787634,69.30313334,0.0,29.07774771,31.18920547,26.28451119,16.33780284,1.111111111,1.833333333,2.527777778,0.37037037,-3.38,36,475.79,232482126.3,24.32041649,10.70706775,5.094045334,215.5609108,13.0138956,0.378792323,13.0138956,0.258643956,0.267890036,0.258643956,-0.267890036,-0.378792323,4.2591,140.0482,505.022,1,8,0,2,2,1,2,1,3,0,0,7,1,9,3,5,0,2,2,186,14.95356129,6.069221313,0.0,0.0,5.907179729,0.0,9.694446915,4.681802935,10.36057336,0.0,11.60093989,62.22994992,42.93088604,47.60621103,7.233342975,5,9.531400138,28.88289217,5.261891555,14.68039447,0.0,25.80722127,49.60948789,70.50487734,11.75660759,17.08333333,10.21669833,11.37477255,0.0,11.60093989,66.02220459,4.736862954,18.25485007,34.45701141,48.66141305,5.022633314,5.687386275,86.42,7.186748445,5.983005038,17.82256168,17.77481716,4.077113213,-0.267890036,15.7175102,3.692406278,7.291505805,0.0,0,0,0,2,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.558449824
SOTRASTAURIN (BRD:BRD-K16761703-001-03-8),-0.1309748131548893,0,3.378967385,2.354478936,-2.322583042,2.366833804,-2.448239414,6.501236332,-0.122343041,16.17265479,9.966673842,1.603199918,1462.326419,22.52636878,18.12993051,18.12993051,16.09735679,10.97045775,10.97045775,8.46086908,8.46086908,6.40411599,6.40411599,4.619235531,4.619235531,11.81435946,9.589074368,0.0,0.0,28.35192783,47.98487549,0.0,6.196843572,48.53093655,27.14825857,9.967957042,0.818181818,1.515151515,2.333333333,0.2,-4.04,33,416.315,73695454.37,19.63077876,7.52729017,3.181386437,189.4760702,13.12039418,0.36053921,13.12039418,0.26067561,0.290491255,0.26067561,-0.436609557,-0.36053921,2.4301,127.5104,438.491,2,8,0,2,2,2,2,2,4,0,0,6,2,8,4,3,0,1,1,164,14.78379798,0.0,0.0,5.948339281,11.81435946,0.0,14.90586297,9.967957042,0.0,0.0,36.39820241,19.18040612,54.22846983,22.35683777,4.477774787,6,9.589074368,50.71475766,0.0,25.1686339,0.0,0.0,38.12660734,65.98515961,0.0,17.42424242,10.21669833,5.948339281,0.0,0.0,64.89290236,9.589074368,0.0,11.25737949,54.72778012,0.0,32.95205892,94.22,0.0,0.0,43.39144359,4.116488637,3.446143349,-0.271499021,15.35631248,1.780696492,3.419718479,2.094029326,0,0,0,3,1,0,0,0,2,2,0,0,4,2,0,0,1,0,1,0,0,2,1,0,2,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0.477400129
PHENACEMIDE (BRD:BRD-K40905133-001-04-9),-0.1289209993326304,0,2.036598594,2.034982538,-1.99416758,1.980783027,-2.354100024,5.939107637,-0.11882437,16.17557004,10.14213075,2.504454987,308.6505573,9.681798276,6.987704977,6.987704977,6.18154055,3.814713809,3.814713809,2.57480236,2.57480236,1.470125143,1.470125143,0.962862825,0.962862825,11.93829424,9.589074368,0.0,6.420821623,0.0,5.563451492,0.0,12.13273414,23.51588981,0.0,5.733667477,1.230769231,1.846153846,2.384615385,0.111111111,-1.84,13,168.111,790.2002544,9.249605735,4.251656293,3.37401896,75.73902654,11.01092971,0.351301299,11.01092971,0.318326205,0.170416667,0.318326205,-0.818582294,-0.351301299,0.424,47.8721,178.191,3,4,0,0,0,3,1,0,1,0,0,2,2,4,0,2,0,0,0,68,5.733667477,0.0,0.0,5.907179729,0.0,6.031114512,10.11132579,4.794537184,0.0,0.0,30.33183534,5.563451492,0.0,6.420821623,3.025088033,1,9.589074368,11.93829424,0.0,5.316788604,5.733667477,6.420821623,0.0,35.89528683,0.0,9.230769231,11.05045608,4.794537184,0.0,0.0,11.93829424,11.21535881,0.0,5.563451492,30.33183534,0.0,0.0,72.19,0.0,0.0,21.30113788,1.991176304,5.624518456,-0.390092593,8.302843285,0.170416667,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.688599544
NITAZOXANIDE (BRD:BRD-K96471533-001-09-0),-0.1280046464411421,0,2.869400304,2.170929583,-2.071166106,2.262034693,-2.141717789,7.183798811,-0.37989823,32.13358691,10.16408,2.194885608,712.4233907,15.40541292,10.73066828,11.54716486,9.969234251,5.661331132,6.477827713,3.804688239,4.813787162,2.279268075,3.143707245,1.470328773,2.097510191,16.79979607,19.70339264,0.0,21.44560378,0.0,17.53362945,19.05647134,12.13273414,0.0,10.30076712,4.736862954,1.380952381,2.095238095,2.714285714,0.083333333,-2.81,21,298.215,57763.89752,14.59602179,6.094683523,3.600616933,122.0827623,12.08991497,0.425872708,12.08991497,0.345180814,0.087340797,0.345180814,-0.597092817,-0.425872708,2.2289,74.4726,307.287,1,8,0,0,0,1,1,1,2,0,0,7,1,9,1,4,0,0,0,108,4.736862954,11.9463554,5.13155848,0.0,5.907179729,10.97038726,25.02018124,4.983978521,0.0,0.0,12.13273414,23.46952001,6.9237372,10.48676254,4.236101594,2,19.24924837,33.34591135,0.0,4.983978521,0.0,6.9237372,5.316788604,46.14008161,5.749511833,9.952380952,10.05365156,10.13264046,5.749511833,11.33678588,21.78377459,4.794537184,10.11431827,17.28172588,30.46231185,0.0,0.0,111.43,4.922643613,0.733849311,36.76012262,12.87652418,0.130141723,-1.023342368,6.158469921,1.05382304,1.221101295,0.0,0,0,0,1,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.401026656
1-AZAKENPAULLONE (BRD:BRD-K03273112-001-01-8),-0.127402305112359,0,2.702817338,2.22959266,-2.039252493,2.361163771,-2.121203129,9.10302242,-0.11506443,79.91873112,10.06307444,2.101799622,853.4459531,13.68986997,10.40463476,11.99063129,9.720346691,6.275394523,7.068392793,4.79298148,5.708657009,3.524118731,4.01737037,2.666014109,3.027099369,0.0,4.794537184,0.0,5.907179729,6.420821623,38.0143382,0.0,6.196843572,30.33183534,31.21468954,0.0,1.25,2.15,3.05,0.066666667,-2.14,20,318.089,67002.8418,11.66723611,4.178038074,1.665224152,122.9019552,12.07060457,0.352941698,12.07060457,0.228460617,0.014930083,0.228460617,-0.014930083,-0.352941698,3.487,81.5634,328.169,2,4,0,1,1,1,1,2,3,0,0,2,2,5,3,0,0,0,0,98,10.30076712,5.693927995,0.0,5.907179729,0.0,0.0,9.778515705,0.0,0.0,0.0,15.9299439,35.89528683,21.57248802,17.80213589,2.437307835,4,4.794537184,38.42743483,0.0,9.967957042,0.0,6.420821623,5.316788604,46.56484992,11.38785599,13.55,5.316788604,5.687386275,0.0,15.9299439,15.87513677,11.21535881,0.0,5.563451492,41.00139843,0.0,22.29078092,57.78,0.997869845,3.481266298,19.87009283,3.959939413,4.481803075,-0.014930083,9.720328142,2.086963813,0.0,0.0,0,0,0,2,1,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.663652307
MOLIDUSTAT (BRD:BRD-K01291782-001-01-1),-0.1271179636070785,0,3.250439833,2.154602388,-2.272153138,2.139399951,-2.36503417,5.436882207,0.12209403,16.47754318,10.36821343,1.697637689,846.9941213,15.6480536,12.16217022,12.16217022,11.32649984,7.150006961,7.150006961,4.980689738,4.980689738,3.62432293,3.62432293,2.456467724,2.456467724,0.0,4.794537184,0.0,5.559266895,24.71901298,18.90737559,21.88776952,18.46005421,0.0,30.27861549,4.736862954,1.173913043,2.0,2.782608696,0.307692308,-3.01,23,300.197,475344.3211,13.63907071,5.647063357,2.482566167,129.8762943,12.50445279,0.377775879,12.50445279,0.298120766,0.261918987,0.298120766,-0.261918987,-0.377775879,-0.6271,79.9287,314.309,1,10,0,1,1,0,0,3,3,0,0,9,1,10,4,3,0,1,1,118,9.636772685,12.14518285,11.50524905,0.0,5.559266895,0.0,9.893218992,14.64975998,4.681802935,5.098681808,5.213385096,0.0,19.15587988,31.80429464,3.348725933,4,4.736862954,5.817862778,0.0,34.74231162,0.0,0.0,31.20318647,41.33802194,11.50524905,15.04347826,10.45917663,5.817862778,0.0,0.0,61.04558837,4.736862954,0.0,0.0,35.77875504,0.0,11.50524905,106.75,8.089825758,0.0,23.05740087,10.4183609,0.107557634,1.236076835,1.772161281,6.127111698,2.858171691,0.0,0,0,0,7,1,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.68581553
TAMSULOSIN (BRD:BRD-K74339692-001-01-9),-0.1268460788994392,0,2.656845007,2.160055195,-2.162286783,2.260864329,-2.315293972,7.888689647,0.272235353,32.23311729,10.07258272,1.871319017,870.6498097,20.57070333,16.47406929,17.29056587,13.34588512,9.125002132,10.67132161,6.31772614,7.847571082,4.077879102,5.009965346,2.80662071,3.554056897,10.02329115,8.417796984,0.0,16.68683614,31.92885379,11.31296332,7.109797541,12.13273414,44.17930974,5.316788604,19.3495626,1.071428571,1.75,2.357142857,0.4,-2.29,28,380.296,1280402.687,22.00390653,10.30782613,6.400357157,166.3991987,11.72564858,0.495337849,11.72564858,0.241244281,0.004106949,0.241244281,-3.841578663,-0.495337849,2.3409,108.6419,408.52,3,7,0,0,0,0,2,0,2,1,0,6,2,8,0,11,0,0,0,154,19.52737747,17.25187727,11.49902367,10.02329115,0.0,0.0,0.0,13.55677072,0.0,0.0,18.19910121,50.09721579,12.58659724,13.71667951,8.100444381,2,22.62838585,10.02329115,0.0,5.316788604,5.138973738,31.20562033,26.86831788,48.02802097,17.2485355,12.42857143,24.6663512,0.0,17.2485355,0.0,41.32795569,16.44411278,0.0,19.41092589,47.36005295,0.0,0.0,99.88,39.8512281,0.0,-0.004106949,8.631720851,0.854106286,1.686835199,12.69041753,0.640919734,5.659538626,-2.427326035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0.553786957
