Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfide,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
ZANUBRUTINIB (BRD:BRD-K00003413-001-01-9),-0.1183194722608943,0,3.294127207,1.412463553,1227.707584,24.36323207,19.52168663,19.52168663,17.04604519,11.95725236,11.95725236,8.970165233,8.970165233,6.880250587,6.880250587,5.114585954,5.114585954,5.907179729,9.589074368,11.94902056,41.83217296,37.1201846,6.076020107,0.0,64.17901628,11.89572429,15.56921224,1.028571429,1.714285714,2.371428571,0.296296296,-4.07,35,442.329,143203562.9,22.70890442,9.657311318,4.512616922,203.917041,12.52089189,12.52089189,0.021730784,-0.50887864,4.2226,134.3416,471.561,3,8,0,2,2,2,2,1,3,1,0,6,2,8,3,6,0,1,1,180,20.68722877,28.57426593,0.0,5.907179729,5.907179729,0.0,9.589074368,4.681802935,5.098681808,0.0,24.77803689,67.65459343,25.19772071,6.041840829,6.265913134,5,14.32593732,17.63222224,0.0,14.68039447,11.65157352,25.3043057,24.95105782,72.8157109,22.75640315,17.82857143,15.78731903,5.817862778,11.49902367,0.0,46.12902315,4.794537184,5.917906046,35.66229437,67.25225941,0.0,11.25737949,102.48,7.841826058,0.0,26.33645097,8.247750924,7.606959639,1.957900273,17.22589712,4.042561833,5.740653179,0.0,0,0,0,2,0,0,2,2,0,3,1,1,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.524184269
TRETAZICAR (BRD:BRD-K08748705-001-08-2),-0.1171125641414628,0,3.099840805,2.673854578,566.321577,13.44722928,9.029146609,9.029146609,8.413591358,4.931072487,4.931072487,3.723590002,3.723590002,2.539632482,2.539632482,1.604625903,1.604625903,27.12857438,25.02317372,11.25083777,13.08951281,12.13273414,0.0,4.899909731,0.0,0.0,5.733667477,1.166666667,1.722222222,2.111111111,0.222222222,-2.71,18,244.122,16894.13239,11.7660252,3.946249428,1.925274491,100.0875962,11.13199358,11.13199358,0.18,-0.986390779,0.4219,60.4817,252.186,2,9,0,1,1,1,1,0,1,0,0,6,1,9,1,4,0,1,1,94,10.63357721,11.25083777,0.0,0.0,17.28195228,0.0,25.02317372,0.0,0.0,0.0,0.0,6.066367068,13.08951281,15.91298917,2.579537235,2,14.64115928,22.96933855,0.0,0.0,5.733667477,0.0,17.98942254,37.92482217,0.0,13.22222222,10.63357721,17.06215882,0.0,0.0,28.84331464,0.0,20.22863654,10.35798868,12.13273414,0.0,0.0,132.38,0.0,0.0,32.78194917,21.60944917,3.837996032,-0.986390779,1.874351852,0.0,1.215977891,0.0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.468711319
HEMADO (BRD:BRD-K34672903-001-01-7),-0.1153869115486418,0,3.193985827,2.001220208,827.6480582,18.6814338,14.75392193,14.75392193,12.60008541,8.639175984,8.639175984,6.104060492,6.104060492,4.305059895,4.305059895,2.84951972,2.84951972,31.1466823,15.31958218,0.0,22.80614521,19.26246487,10.89441972,7.047671983,0.0,39.03333,4.736862954,1.307692308,2.115384615,2.769230769,0.588235294,-2.25,26,338.218,1047311.147,18.53838722,7.968658892,3.365507289,150.6099518,10.2648128,10.2648128,0.339302275,-1.211444992,0.0212,94.2821,361.402,4,9,0,1,1,0,0,2,2,4,0,9,4,9,3,5,0,1,1,140,25.37323374,18.31189916,23.20964189,5.824404498,0.0,0.0,4.567099648,14.95193556,0.0,0.0,19.26499314,12.34125594,13.46849361,12.93420204,5.681772467,3,20.05644514,16.98174072,0.0,19.51903521,0.0,50.7260024,18.97134255,12.15172457,11.84086864,25.26923077,5.316788604,5.817862778,0.0,0.0,66.80507051,4.736862954,11.84086864,38.23850774,6.327320075,0.0,11.16387794,125.55,7.096603724,0.0,13.08180353,32.49277874,0.933636831,6.846977762,0.0,0.120932837,1.70351,1.723756575,3,3,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.433835504
SKEPINONE-L (BRD:BRD-K83607951-001-02-2),-0.1150908121000456,0,2.901992924,1.584505571,1132.557316,21.95745468,16.56878253,16.56878253,14.93989204,9.887019531,9.887019531,7.416573909,7.416573909,5.202777538,5.202777538,3.580450195,3.580450195,24.34529003,18.68189467,18.07751319,35.40544434,17.19327005,12.13273414,30.33183534,6.066367068,5.316788604,9.843390349,0.967741935,1.774193548,2.548387097,0.208333333,-3.29,31,404.263,11120561.67,20.96161157,8.832196069,4.574306241,177.4738809,13.95664345,13.95664345,0.074366364,-0.993423395,3.77,111.9528,425.431,3,5,1,0,1,0,3,0,3,1,0,5,3,7,0,6,0,0,0,160,20.26670635,30.09480187,5.783244946,0.0,0.0,0.0,4.794537184,8.780830095,0.0,0.0,6.066367068,66.43311571,22.88065633,12.29426824,5.972163332,4,28.52528502,17.1580175,0.0,0.0,0.0,18.94560963,18.53055253,88.48555127,5.749511833,13.74193548,10.05365156,20.15560264,5.749511833,0.0,35.31403005,12.84164325,11.63444168,27.04834315,54.59730362,0.0,0.0,78.79,32.5552821,0.0,13.16868603,21.2975873,3.541808272,-1.052666514,13.69961098,0.271362904,-0.481671069,0.0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,3,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.560477853
AZ-628 (BRD:BRD-K05804044-001-06-0),0.2152992122694189,1,2.835984594,1.585839447,1511.977411,24.45745468,19.50899033,19.50899033,16.17387228,10.84011501,10.84011501,8.818988118,8.818988118,5.817734308,5.817734308,3.595845227,3.595845227,5.414990469,14.85096592,11.46644662,22.1537627,22.50167553,10.89441972,37.37950732,51.10304694,21.68677704,0.0,1.058823529,1.823529412,2.588235294,0.185185185,-4.44,34,426.33,37082812.73,22.74322477,8.831897785,4.523321584,197.2464666,12.8935387,12.8935387,0.117414856,-0.686889384,5.039,134.4799,451.53,2,7,0,0,0,1,3,1,4,0,0,6,2,7,1,5,0,0,0,170,15.20067686,0.0,0.0,0.0,11.46644662,0.0,9.589074368,4.983978521,5.261891555,0.0,18.19910121,74.36268406,29.6732823,28.71445679,5.90781872,4,4.794537184,33.87226349,5.261891555,9.551078169,7.047671983,26.18620207,10.63357721,94.03514931,6.069221313,11.14705882,16.1928441,17.06215882,0.0,0.0,15.4582579,12.46266245,18.25485007,35.33236606,71.78552794,0.0,10.90292493,99.81,1.444695234,0.0,29.6179913,16.18982556,4.24850444,-0.258639746,20.39905639,1.505024035,5.601389116,1.668820332,0,0,0,2,0,0,1,1,0,3,2,0,0,0,0,0,1,3,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.442835406
ZK-93423 (BRD:BRD-K33882852-003-02-8),0.2153633654363105,1,3.115749337,1.780733636,1151.939783,20.2169677,16.39767952,16.39767952,14.2070399,9.470057989,9.470057989,6.634180886,6.634180886,4.715201786,4.715201786,3.430146206,3.430146206,5.969305288,4.794537184,18.90769192,12.17033346,33.11881319,0.0,20.23037831,48.53093655,9.967957042,14.21058886,1.068965517,1.896551724,2.655172414,0.217391304,-3.38,29,368.263,6298113.395,18.95902345,8.324688602,3.794256981,167.9724453,12.39311189,12.39311189,0.250536768,-0.451590562,4.6182,111.0432,390.439,1,6,0,0,0,0,2,2,4,0,0,5,1,6,2,7,0,0,0,148,19.19456738,12.3563938,5.693927995,0.0,0.0,5.969305288,0.0,9.778515705,0.0,0.0,30.33183534,30.6862899,28.96239818,24.92730822,5.44234367,4,19.00512605,27.77515515,0.0,9.967957042,0.0,20.13750113,13.71667951,71.5486111,5.749511833,11.10344828,4.736862954,0.0,5.749511833,0.0,29.65394184,22.68748984,0.0,28.53910536,54.72778012,0.0,21.80584986,73.44,16.51997694,0.0,20.06396364,1.843170666,3.847722405,0.298517646,15.88214278,1.657982148,2.7922655,1.59425827,0,0,0,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.466309821
GDC-0879 (BRD:BRD-K67578145-001-09-7),0.2164954621811625,1,3.257962925,1.824794279,931.8520806,17.22540387,13.63051085,13.63051085,12.2963563,8.23209852,8.23209852,6.03256952,6.03256952,4.523546089,4.523546089,3.313849844,3.313849844,0.0,5.106527395,6.606881965,6.544756406,46.50106221,5.563451492,17.07549008,30.46231185,21.30474012,5.207253025,1.04,1.88,2.64,0.210526316,-2.99,25,316.235,1125391.617,15.53262166,6.487449451,2.80683303,144.6291809,9.236427001,9.236427001,0.039104366,0.039104366,2.7289,94.6243,334.379,2,6,1,0,1,0,1,2,3,0,0,6,2,6,2,4,0,0,0,126,10.31378042,5.693927995,0.0,0.0,0.0,0.0,9.665781456,0.0,5.098681808,0.0,23.35481393,36.10128037,35.28088519,18.86332337,4.030683914,4,10.31378042,5.711685003,0.0,14.76446326,5.155712727,19.38639965,6.606881965,60.04926904,22.38428247,14.84,0.0,0.0,0.0,0.0,37.39681065,12.96557803,0.0,17.54772461,54.07807878,0.0,22.38428247,83.53,1.762829349,0.0,4.069963572,26.36250402,6.863567888,0.0,10.03102687,7.088918022,0.487856954,0.0,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.567509507
BW-348U87 (BRD:BRD-K00004593-001-01-9),0.2168728138045085,1,2.603360175,1.786669465,750.6393132,17.36359655,12.7076904,15.09661251,11.55855065,6.892275214,8.086736268,4.537089463,5.760786171,2.772354359,3.499415891,1.626302767,2.066943922,0.0,0.0,5.112436885,21.53414148,5.693927995,0.0,12.26321064,43.32193961,31.67954884,36.03668678,1.041666667,1.75,2.458333333,0.066666667,-2.29,24,363.794,249443.5585,18.05451194,9.114818893,5.726970841,155.2237837,6.041690878,6.041690878,0.257953462,0.257953462,2.8247,106.1258,378.914,4,6,0,0,0,0,1,1,2,0,0,4,4,9,1,3,0,0,0,124,5.316788604,0.0,5.112436885,5.112436885,0.0,0.0,21.26135271,0.0,5.101407526,0.0,29.8000411,55.62495236,6.196843572,22.11563259,6.856816938,2,0.0,57.66063182,0.0,21.26135271,5.101407526,6.9237372,5.316788604,59.37797436,0.0,10.66666667,21.5941628,5.687386275,0.0,36.03668678,20.92053729,0.0,0.0,12.61766519,53.76282058,5.022633314,0.0,73.37,0.0,16.2969336,4.192530845,8.23774397,10.33518897,0.0,12.85400629,1.69970042,1.828340348,0.0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.371574128
APY-29 (BRD:BRD-K17511755-001-02-9),0.2179427356409758,1,3.184357203,1.339378188,1029.753412,16.63961743,13.3218701,13.3218701,12.33163248,8.189278025,8.189278025,6.130711373,6.130711373,4.18799889,4.18799889,2.758443423,2.758443423,0.0,0.0,0.0,17.6841081,28.23257848,12.84164325,12.52416365,30.33183534,40.76685491,0.0,1.04,2.0,2.92,0.176470588,-3.42,25,316.243,1405486.108,13.9682211,5.586723708,2.89017237,142.681342,4.493835979,4.493835979,0.519256477,0.519256477,3.4406,95.2538,332.371,4,8,1,0,1,0,1,3,4,0,0,6,4,8,3,5,1,0,1,124,15.61755573,11.63572556,0.0,5.948339281,0.0,0.0,5.098681808,9.967957042,10.08266033,0.0,0.0,37.10711152,23.86850296,23.0546495,3.12146368,5,0.0,34.30485255,0.0,30.1332777,0.0,18.75954929,10.63357721,48.54992698,0.0,13.92,10.63357721,23.27145111,0.0,0.0,30.1332777,0.0,0.0,24.45347729,42.85599899,0.0,11.03340144,107.2,0.0,0.0,16.07085948,13.78428441,3.894599011,2.675154332,9.728443062,5.846659712,0.0,0.0,0,0,0,6,2,0,0,0,0,4,4,0,0,2,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445827121
ANLOTINIB (BRD:BRD-K36949735-001-01-1),0.2185106346944084,1,3.348792572,1.520239115,1263.756793,20.88010441,16.79004544,16.79004544,14.45444014,9.798286114,9.798286114,7.873680967,7.873680967,5.45124875,5.45124875,3.501455929,3.501455929,5.817220841,4.390415048,11.28843709,40.14456661,24.05227196,0.0,49.70484352,6.9237372,9.967957042,19.94425634,1.066666667,1.9,2.666666667,0.260869565,-3.32,30,385.269,11230095.52,18.69240377,6.880386525,3.308023065,172.3105181,14.97866357,14.97866357,0.145463259,-0.410733402,4.83462,113.0101,407.445,3,6,1,0,1,0,2,2,4,0,0,5,2,7,2,6,1,0,1,154,24.92823486,12.3563938,23.06575634,0.0,0.0,0.0,4.983978521,4.390415048,0.0,0.0,0.0,50.09721579,34.24628778,18.16542351,4.2870321,5,18.60100391,21.80584986,0.0,9.967957042,5.733667477,25.3043057,13.71667951,54.10619482,22.99804733,14.8,19.94425634,4.390415048,22.99804733,0.0,29.2235618,0.0,12.74095804,18.53557124,42.59504598,0.0,21.80584986,82.39,32.33440378,0.0,7.533037058,1.187729636,8.153718153,1.328620792,10.46844436,3.529300548,2.309886199,1.571526132,0,0,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.478166
JD-5037 (BRD:BRD-K00003271-001-01-9),0.2192808338982599,1,3.325432535,1.807341846,1458.812538,27.44901851,20.75262425,23.08097872,18.04655108,11.873318,14.1124102,9.140860748,11.69613455,6.034385398,7.88240892,4.073498543,5.336151208,21.97231171,13.21233417,29.23560654,15.75695163,11.12690298,29.2743808,25.98020854,42.46456948,9.714499597,34.03695478,1.0,1.578947368,2.131578947,0.222222222,-3.4,38,545.302,272620768.3,27.62987777,11.55114125,6.349882962,231.7634374,13.33130664,13.33130664,0.018071704,-4.100468195,4.6413,150.9069,572.518,3,8,0,1,1,1,3,0,3,2,0,5,2,11,1,7,0,0,0,198,5.733667477,6.041840829,0.0,11.8667343,10.02329115,0.0,4.794537184,23.14120911,5.101407526,0.0,79.51392366,53.44301144,15.96317267,17.15192488,8.398858441,4,13.21233417,50.80359023,0.0,9.731007388,21.74538578,30.70270475,6.544756406,100.0349415,0.0,16.86842105,10.45576234,0.0,0.0,23.20187978,43.59172604,14.81782834,5.917906046,30.89228343,93.85206762,10.04526663,0.0,117.22,29.19613106,12.05317491,16.68545612,7.231554053,8.128117222,-1.282675705,21.72727331,0.0,3.833659451,-4.100468195,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316930743
SKI-II (BRD:BRD-K20755323-001-05-9),0.2201519425754184,1,2.906978698,1.795010696,707.4982656,13.94938299,10.37679238,11.9492179,9.703509938,5.98103858,7.238655864,4.216665684,5.511204316,2.762745415,3.772442797,1.752627366,2.618492798,0.0,5.106527395,5.749511833,5.022633314,22.07632424,11.33678588,24.26546827,29.64553104,10.30076712,11.60093989,1.0,1.7,2.4,0.0,-2.04,20,291.698,62651.20489,12.96692367,5.526081527,2.922491294,125.0529649,9.246355782,9.246355782,0.246798204,0.246798204,4.9127,83.9495,302.786,2,3,0,0,0,0,2,1,3,0,0,4,2,5,1,3,0,0,0,100,10.423316,5.749511833,5.13155848,0.0,0.0,0.0,0.0,4.983978521,0.0,11.33678588,23.73367403,36.39820241,21.65353385,5.693927995,3.582813867,3,5.106527395,33.75667052,0.0,4.983978521,0.0,0.0,5.316788604,58.93363263,17.00689132,10.45,5.316788604,10.81894475,5.749511833,22.93772577,10.09050592,0.0,0.0,0.0,53.91099932,5.022633314,11.25737949,45.15,0.0,7.40375193,4.529697184,15.96172059,2.830701163,0.246798204,14.47177537,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.675479841
PFK-158 (BRD:BRD-K28010364-001-01-0),0.2204458979502374,1,2.586064642,1.897641406,918.4452329,17.15648977,12.28742186,12.28742186,11.43167156,7.038100242,7.038100242,5.074829105,5.074829105,3.41127392,3.41127392,2.17557085,2.17557085,11.73975001,17.96578233,11.29994566,16.6436037,12.13273414,30.61209443,24.26546827,0.0,9.967957042,0.0,1.0,1.708333333,2.416666667,0.055555556,-3.02,24,317.205,278146.7686,15.8597524,6.233631867,3.481694924,135.0377516,12.76641545,12.76641545,0.225310269,-4.417634159,4.5447,84.3465,328.293,0,3,0,0,0,0,1,2,3,0,0,3,0,6,2,3,0,0,0,120,0.0,0.0,5.783244946,0.0,0.0,6.176298517,9.778515705,4.983978521,13.17124514,0.0,12.13273414,42.48387556,23.34336285,16.7740802,4.119327415,3,17.96578233,22.76218999,0.0,9.967957042,0.0,6.176298517,0.0,77.75510771,0.0,11.95833333,0.0,13.17124514,0.0,0.0,15.75120199,6.176298517,0.0,21.61536816,60.93427673,0.0,16.97894504,42.85,38.29924636,0.0,19.96739273,0.597787301,0.352272296,-0.233019285,9.862920497,1.403400094,0.0,0.0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0.523346861
BI-78D3 (BRD:BRD-K73982490-001-02-9),0.2207059647308311,1,3.218986559,1.696387004,1010.406045,17.38854058,12.37020705,14.00320022,12.11419354,6.971523138,8.6045163,4.798283174,7.021771321,3.256344324,5.236457829,2.2095688,3.95273642,10.61305445,14.90885545,5.001081977,39.89626603,23.09867083,10.76394322,18.19910121,0.0,15.18134214,9.473725908,1.32,2.12,2.88,0.153846154,-2.86,25,370.307,913522.6337,15.65514288,6.216416673,2.961197694,147.1212356,12.14646731,12.14646731,0.077535023,-0.513715685,1.8477,88.0661,379.379,1,10,0,1,1,0,1,2,3,0,0,10,1,12,3,4,0,0,0,128,9.473725908,19.4106075,15.83867935,5.156436482,0.0,10.69082537,10.11431827,19.44429716,0.0,5.098681808,0.0,35.23140496,6.066367068,10.61069732,3.89275565,4,14.39703696,28.0997528,0.0,19.74844179,0.0,9.496092162,13.21376393,44.99454363,17.18640994,12.96,15.16346931,5.001081977,11.49902367,23.09867083,37.88551676,0.0,10.11431827,0.0,38.68657412,0.0,5.687386275,125.17,12.74105161,1.967670312,26.36524558,17.33296925,0.098879152,1.147205227,5.101701844,1.172793791,0.905816575,0.0,0,0,0,4,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.537638345
THONZONIUM (BRD:BRD-K13387373-004-14-5),0.22351974643817,1,2.917480805,1.611179636,794.1952011,26.60839095,24.46647662,24.46647662,18.03713658,15.00762291,15.00762291,11.29756045,11.29756045,7.459714781,7.459714781,4.893225154,4.893225154,0.0,0.0,0.0,0.0,35.81515119,101.9997106,7.109797541,30.59278835,48.01968207,4.736862954,0.702702703,1.216216216,1.72972973,0.6875,-2.14,37,456.379,139164394.5,31.07997923,19.00574147,14.39698564,227.7997039,5.311921033,5.311921033,0.798476946,0.798476946,8.0495,158.2304,511.819,0,5,0,0,0,0,1,1,2,0,0,4,0,5,1,22,0,0,0,208,14.11980354,5.749511833,0.0,5.948339281,0.0,0.0,0.0,9.967957042,0.0,0.0,96.10633081,36.60419594,18.93844355,40.83941072,15.96481216,2,9.219893811,5.948339281,0.0,9.967957042,0.0,103.3599963,45.73932046,48.28897398,5.749511833,11.56756757,9.636772685,5.948339281,5.749511833,0.0,55.29039862,6.544756406,0.0,102.3786914,42.72552249,0.0,0.0,38.25,6.343867629,0.0,11.36869332,0.0,1.241234194,1.687072627,10.18199013,23.42333055,6.326745408,6.427066141,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0.11835705
BRONOPOL (BRD:BRD-K33457401-001-02-9),0.2256355518900186,1,1.859267637,4.090340516,112.3803753,7.491563832,4.450315403,6.036311942,4.064696017,2.117299719,2.910297989,1.491341985,2.9674505,0.811756461,1.60285463,0.165470054,0.165470054,22.58526825,10.11431827,0.0,0.0,0.0,0.0,0.0,0.0,15.9299439,10.21305479,1.555555556,1.888888889,1.888888889,1.0,-0.2,9,193.94,74.37070549,8.8,3.09218107,1.884458489,59.57812609,9.922013889,9.922013889,0.725694444,-1.770833333,-0.6611,32.824,199.988,2,5,0,0,0,0,0,0,0,0,0,4,2,6,0,3,0,0,0,54,10.21305479,13.21376393,0.0,0.0,0.0,4.448193277,10.11431827,0.0,0.0,0.0,0.0,0.0,20.85325495,0.0,3.023465935,0,15.13636584,15.9299439,0.0,0.0,0.0,4.448193277,13.21376393,10.11431827,0.0,11.44444444,0.0,0.0,0.0,15.9299439,32.79832304,0.0,10.11431827,0.0,0.0,0.0,0.0,83.6,-1.770833333,2.548611111,9.137291667,26.53631944,0.0,0.0,0.0,0.0,-1.451388889,0.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.273843954
IDRONOXIL (BRD:BRD-K74671368-001-01-8),0.2273956742675082,1,2.389183152,2.004134596,612.1358825,12.53516943,9.628584416,9.628584416,8.720346691,5.680317612,5.680317612,4.227254162,4.227254162,2.948149071,2.948149071,1.994344503,1.994344503,0.0,10.21305479,11.49902367,12.3563938,16.70000751,0.0,24.26546827,24.27512131,0.0,4.736862954,0.888888889,1.611111111,2.388888889,0.066666667,-2.42,18,228.162,18798.09304,10.71629745,4.109187739,1.905898062,104.5899022,9.373221812,9.373221812,0.203919838,0.203919838,3.0308,69.5796,240.258,2,3,0,1,1,0,2,0,2,0,0,3,2,3,1,1,0,0,0,90,14.94991774,23.85541746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273414,41.4780444,11.62981856,0.0,2.446404339,3,14.94991774,11.64912464,0.0,0.0,0.0,0.0,6.606881965,53.59147246,17.2485355,13.44444444,4.736862954,0.0,17.2485355,0.0,16.81993675,0.0,0.0,11.12690298,42.46456948,0.0,11.64912464,49.69,5.610759873,0.0,0.0,18.63808129,3.015592404,1.147372252,12.0962469,2.032395125,0.459552154,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.805089092
NIRAPARIB (BRD:BRD-K54955827-001-02-2),0.2298264782688551,1,3.063543443,1.670030225,876.0231087,16.51829709,13.4046053,13.4046053,11.72034669,8.314549537,8.314549537,6.316135189,6.316135189,4.727706532,4.727706532,3.412156036,3.412156036,5.907179729,4.794537184,0.0,16.99805826,24.1631233,18.40509474,10.74817,18.32957771,34.68093869,5.733667477,1.208333333,2.041666667,2.75,0.263157895,-2.66,24,300.236,618002.4917,14.90236391,6.091591861,2.672125442,140.0124918,11.54742992,11.54742992,0.452781095,-0.452781095,2.5914,94.4326,320.396,3,5,0,1,1,1,2,1,3,1,0,4,2,5,2,3,0,1,1,122,11.05045608,5.516700718,0.0,0.0,5.907179729,0.0,4.794537184,4.681802935,5.098681808,0.0,24.26546827,49.0668584,18.12782419,11.25083777,3.782463279,4,4.794537184,16.81010466,0.0,15.09727335,5.733667477,18.75954929,13.08951281,59.78831603,5.687386275,17.91666667,11.05045608,0.0,0.0,0.0,28.77717728,0.0,0.0,34.68098946,48.66141305,0.0,16.59031121,72.94,1.805562484,0.0,11.54742992,8.911801747,8.877160686,0.136068841,13.99042264,4.394618974,2.170268038,0.0,0,0,0,2,0,0,1,1,0,2,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778873601
TAK-960 (BRD:BRD-K48059512-003-01-0),0.2298526879538081,1,3.448867489,1.421959574,1280.258794,28.60371905,22.84541864,22.84541864,19.06771913,13.50731385,13.50731385,10.74560583,10.74560583,7.969396193,7.969396193,5.63433091,5.63433091,30.09886587,18.36990446,46.53761959,12.84164325,49.7390761,31.32058989,0.0,7.047671983,25.50144398,4.736862954,1.125,1.825,2.5,0.555555556,-3.61,40,527.337,934929690.5,27.93801039,11.10579487,5.513622985,230.4267368,15.16786274,15.16786274,0.008369647,-3.595304664,3.5526,144.2109,561.609,2,10,1,2,3,2,1,1,2,0,0,8,2,13,3,6,1,1,2,216,30.07016935,17.25411895,5.817862778,5.948339281,11.81435946,5.922529168,9.589074368,9.374393569,13.76480862,0.0,12.84164325,51.88683835,25.19772071,31.10223529,7.756845311,5,27.49718246,34.95533407,0.0,20.18465538,0.0,56.53114056,55.95601879,29.71025004,5.749511833,20.3,25.17025962,36.31221975,5.749511833,0.0,85.52784778,4.794537184,5.817220841,48.88291841,18.32957771,0.0,0.0,102.93,50.28673002,0.0,38.62301085,5.800781295,0.170591174,-5.8208149,2.194656176,6.076447667,0.90639043,4.678873962,0,0,0,2,0,0,2,2,0,5,2,0,0,0,2,0,2,4,0,1,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552347236
