Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imidazole,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane,qed
PIBENZIMOL (BRD:BRD-K17026858-001-01-2),0.1946435040383442,1,3.429565542,1.3219821,1409.964441,21.65612529,17.83799779,17.83799779,15.61932618,10.85120039,10.85120039,8.441398752,8.441398752,6.229944579,6.229944579,4.308605678,4.308605678,0.0,5.106527395,0.0,5.749511833,0.0,71.02154047,5.687386275,12.13273414,24.26546827,56.06489528,4.983978521,0.71875,1.3125,2.03125,0.2,-3.84,32,400.316,49289619.94,18.89135625,7.387375747,3.364184864,184.8993179,9.521806374,9.521806374,0.243345562,0.243345562,4.2306,127.9922,424.508,3,7,0,1,1,0,3,2,5,0,0,5,3,7,3,3,0,1,1,0,160,24.8743039,17.39832083,0.0,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,0.0,67.71134267,42.99331488,22.06680287,4.361173343,6,5.106527395,27.75418915,0.0,24.83582381,0.0,0.0,38.12660734,60.66367068,28.52522381,15.09375,4.899909731,5.687386275,5.749511833,0.0,63.16904882,0.0,0.0,0.0,60.66367068,0.0,44.84251485,84.07,0.0,0.0,21.18072982,9.521806374,7.034784269,1.865368862,19.63067161,0.0,4.260811962,2.172493773,0,0,0,4,2,1,0,0,0,0,0,4,2,0,0,1,0,2,0,0,0,1,0,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0.403668138
NAMPT-IN-1 (BRD:BRD-K18280217-001-01-0),0.1951592796319234,1,2.63859964,1.60495537,971.3563451,21.07070333,16.45986803,17.27636461,13.61190488,9.265387315,10.91765254,7.699767741,9.422062773,4.384544139,6.017740175,3.178845916,4.667137036,21.37719557,18.31886156,0.0,12.51406169,30.94723254,11.12690298,13.8474744,41.55906515,6.066367068,9.706073385,4.736862954,1.310344828,2.103448276,2.793103448,0.4,-2.65,29,394.303,2043384.334,21.06834495,8.380483309,6.164697444,170.126566,12.43380766,12.43380766,0.05966796,-3.662961593,1.5579,109.0023,419.503,2,8,0,1,1,1,1,1,2,0,0,6,2,9,2,7,0,0,0,0,156,14.74330008,5.749511833,6.606881965,10.02329115,5.907179729,0.0,14.50061057,8.417796984,0.0,0.0,6.066367068,55.66066728,24.97374266,17.55074799,6.088376317,3,23.05572452,21.61785716,0.0,9.883888252,0.0,32.41410324,23.62658684,53.85242547,5.749511833,14.24137931,9.458957818,5.687386275,5.749511833,0.0,53.82093515,27.78340637,0.0,24.97437738,42.72552249,0.0,0.0,108.83,32.31818359,0.0,18.09825497,9.750686727,1.091193008,0.034014581,8.751351279,3.809113213,3.810164221,-3.662961593,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.705001265
INOSINE (BRD:BRD-K79612754-001-19-1),0.1986578268212838,1,2.943194274,2.060049362,652.6525848,13.56854962,9.67098655,9.67098655,9.130228955,5.658693589,5.658693589,4.285599035,4.285599035,3.170700742,3.170700742,2.176459741,2.176459741,36.70594919,15.00759197,0.0,5.516700718,5.647177221,0.0,17.2217398,0.0,0.0,14.95193556,9.843390349,1.368421053,2.157894737,2.842105263,0.5,-1.81,19,256.133,35227.09227,12.23544093,4.384238854,1.747612859,105.6677915,11.47364119,11.47364119,0.111331727,-1.230354308,-2.2689,61.1581,268.229,4,9,0,1,1,0,0,2,2,4,0,8,4,9,3,2,0,1,1,0,102,25.04042366,23.95907638,11.74460189,0.0,0.0,5.559266895,9.361636832,4.983978521,4.983978521,0.0,0.0,0.0,0.0,19.26152211,2.823320817,3,20.05644514,11.16387794,0.0,19.51903521,0.0,24.53980033,6.606881965,23.00844423,0.0,31.10526316,5.559266895,0.0,0.0,0.0,59.75739852,4.736862954,0.0,6.227901171,17.44917733,0.0,11.16387794,133.49,6.748821807,0.0,21.64043611,28.65563678,-0.060813466,0.0,0.0,-1.733517495,-0.417230411,0.0,3,3,0,4,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.482294668
PHA-767491 (BRD:BRD-K50000283-001-04-4),0.2064471431146169,1,2.755922303,2.079162743,530.4518308,10.95781916,8.656426794,8.656426794,7.843336593,5.248995911,5.248995911,3.817030798,3.817030798,2.795858768,2.795858768,1.980422312,1.980422312,0.0,4.794537184,0.0,5.907179729,6.544756406,28.9355806,0.0,12.39368714,18.19910121,15.28474565,0.0,1.25,2.0625,2.8125,0.166666667,-2.1,16,202.152,10031.55718,9.149555002,3.483474762,1.389372156,92.7176852,11.58670509,11.58670509,0.011857521,0.011857521,1.3626,60.0609,213.24,2,4,0,1,1,1,0,2,2,0,0,2,2,4,3,1,0,0,0,0,80,10.30076712,0.0,0.0,0.0,5.907179729,0.0,9.778515705,0.0,0.0,0.0,0.0,18.19910121,42.31057265,5.563451492,1.992015246,3,4.794537184,5.907179729,0.0,15.28474565,0.0,6.420821623,6.544756406,41.85016784,11.25737949,14.375,5.316788604,0.0,0.0,0.0,22.41989318,6.420821623,0.0,16.05191667,30.59278835,0.0,11.25737949,57.78,0.0,0.0,18.85297485,2.831712176,3.815068972,0.011857521,5.75351096,4.357760535,0.710448318,0.0,0,0,0,2,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.751108046
BX-912 (BRD:BRD-K49669041-001-08-4),0.2101911358204445,1,3.447026022,1.376009736,988.2313639,20.76093778,16.35915972,17.94515626,14.66983643,9.839085164,10.63208343,6.973888371,7.82822527,4.74900008,5.329320724,3.214858208,3.54607736,0.0,4.794537184,0.0,6.031114512,18.31095846,53.89339774,0.0,18.72100722,29.165378,51.81622379,0.0,1.2,2.033333333,2.833333333,0.3,-3.14,30,448.179,12096383.0,20.14575011,9.572691092,5.262316659,182.4009495,12.3021782,12.3021782,0.061763735,-0.061763735,3.9881,120.0638,471.363,4,9,0,1,1,2,1,2,3,0,0,6,4,10,3,7,0,1,1,0,156,25.83425406,5.817862778,0.0,5.948339281,0.0,6.031114512,0.0,14.76249423,4.983978521,0.0,6.066367068,46.97068835,55.51747853,10.80003959,6.428301421,4,4.794537184,45.10203302,0.0,24.83582381,0.0,19.26246487,35.58463503,53.153123,0.0,13.3,15.95036581,27.93551179,0.0,15.9299439,50.50120754,6.420821623,0.0,18.53557124,47.45919501,0.0,0.0,110.86,0.781748098,3.478194422,30.09223596,9.442431143,2.574714203,1.162746108,7.453457783,8.103188645,2.327950309,0.0,0,0,0,4,1,0,0,0,1,1,0,4,4,0,0,0,1,1,0,0,2,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.4149415
STF-31 (BRD:BRD-K22477529-001-02-7),0.2131328422363143,1,2.727479595,1.618021975,1103.109854,21.77781011,17.21551677,18.03201335,14.14881504,9.555961676,11.03912492,7.991676415,9.758629646,4.632485754,6.049631116,2.809700073,3.827441069,10.02329115,13.21233417,0.0,22.76241008,11.25083777,11.12690298,0.0,60.92462369,12.13273414,35.79407359,0.0,0.966666667,1.633333333,2.2,0.217391304,-3.03,30,398.338,4034575.096,21.67344037,8.769570564,5.522367993,176.9769146,12.56370193,12.56370193,0.040891648,-3.624100609,4.1099,117.7997,423.538,2,6,0,0,0,1,2,1,3,0,0,4,2,7,1,6,0,0,0,0,156,5.316788604,0.0,0.0,10.02329115,5.907179729,0.0,9.778515705,13.13989185,0.0,0.0,45.03667987,52.94009586,18.30505147,16.77971332,6.335558824,3,13.21233417,21.61785716,0.0,9.706073385,0.0,37.62644195,5.316788604,89.7477123,0.0,11.83333333,10.03888347,5.687386275,0.0,0.0,19.30895523,21.98303803,0.0,42.25610326,77.9528413,0.0,0.0,88.16,27.72912098,0.0,16.4546271,2.757491432,2.866014604,-0.255491865,17.1758613,3.19396691,6.369176825,-3.624100609,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0.624500953
CUDC 101 (BRD:BRD-K41278234-001-03-0),0.214340896867378,1,2.827046316,1.688988463,1110.839789,22.76093778,17.9278285,17.9278285,15.63889155,10.3648103,10.3648103,7.140289276,7.140289276,4.893155695,4.893155695,3.238621617,3.238621617,0.0,4.794537184,0.0,5.907179729,30.34459003,47.83704919,6.327320075,12.58989414,36.39820241,21.20517996,21.10432883,1.125,1.96875,2.75,0.291666667,-3.83,32,408.288,17042413.35,22.84628044,11.53170225,6.091559356,186.4947135,11.01451492,11.01451492,0.315358997,-0.361296631,4.198,122.2589,434.496,3,8,0,0,0,1,2,1,3,0,0,7,3,8,1,11,0,0,0,0,166,14.79051451,12.14518285,11.49902367,5.907179729,0.0,0.0,10.00179021,15.44805364,0.0,6.423349896,24.82844463,37.10711152,29.12425067,19.23338022,8.233015734,3,19.47551612,28.31535371,0.0,15.44805364,0.0,32.10410811,19.03346811,48.28897398,23.84280788,10.40625,20.27061111,11.50524905,11.49902367,0.0,34.7990693,4.794537184,12.34378421,37.66755961,42.72552249,0.0,10.90292493,105.6,11.45264833,0.0,19.74839616,12.59224168,3.965206862,4.100576135,11.22732657,10.64908974,0.508661113,1.589186726,0,0,0,2,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,1,2,0,2,1,0,2,0,0,1,0,0,0,0,0,0,3,0.179744646
PF-477736 (BRD:BRD-K03063480-001-05-8),0.2632191697517098,1,3.313811897,1.530596218,1200.131669,21.53480495,17.31247343,17.31247343,15.00804039,10.59622968,10.59622968,8.374972751,8.374972751,6.262604458,6.262604458,4.664820638,4.664820638,6.041840829,9.589074368,0.0,17.7322655,11.25083777,53.4070424,6.420821623,23.15961415,19.31088262,25.92664786,5.733667477,1.290322581,2.096774194,2.838709677,0.363636364,-3.46,31,394.289,18304078.61,19.50034949,7.659922041,3.503708145,178.6173745,12.82461981,12.82461981,0.199080964,-0.557919134,2.4918,118.741,419.489,5,9,1,1,2,2,1,2,3,1,0,6,4,9,3,4,1,0,1,0,160,16.0344346,0.0,0.0,5.907179729,5.907179729,0.0,14.2708773,5.425791397,10.20008933,0.0,19.26246487,30.89228343,40.96172974,29.71066447,4.818424415,5,9.589074368,34.61927125,0.0,20.19025466,23.80065303,38.14594894,5.316788604,35.65332426,11.25737949,17.41935484,16.47624748,5.687386275,0.0,0.0,38.83526413,11.84220917,5.917906046,48.02554828,29.62782881,0.0,22.16030442,130.19,1.712322537,0.0,28.86611269,11.97352049,12.9949023,-0.349616091,2.958283782,10.66619635,0.0,1.844944607,0,0,0,3,1,0,0,0,2,2,0,3,3,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517438864
TASISULAM (BRD:BRD-K42495768-001-01-7),0.2668850715438393,1,2.753667667,2.27332715,773.7254682,14.91384908,9.561886217,14.29273381,9.292530883,5.069618243,8.918205287,3.617333978,8.833226877,2.216223642,6.210498104,1.343060495,4.813494144,15.93047088,13.21233417,0.0,14.79526398,8.809048532,11.33678588,24.26546827,6.066367068,4.722094864,15.9299439,23.20187978,1.2,1.9,2.45,0.0,-0.6,20,409.069,27652.33071,15.78254517,6.027943213,3.532109649,137.4400429,11.99597236,11.99597236,0.030380536,-3.916361292,3.9361,83.133,415.117,1,4,0,0,0,1,1,1,2,0,0,4,1,9,1,3,0,0,0,0,106,0.0,4.209179178,0.0,0.0,15.93047088,0.0,4.794537184,13.13989185,0.0,11.33678588,23.20187978,46.26177924,5.022633314,14.37250002,4.756814304,2,13.21233417,66.39908044,0.0,4.722094864,0.0,4.209179178,0.0,49.72696868,0.0,11.35,4.722094864,0.0,0.0,50.46860956,14.32497671,10.02329115,0.0,10.35798868,38.32742974,10.04526663,0.0,63.24,26.62814851,15.73310851,11.94765956,0.439032103,0.037280998,-0.809084152,7.162437987,0.0,0.0,-3.916361292,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0.826684407
APTO-253 (BRD:BRD-K68003372-001-01-6),0.3115763122899356,1,3.283986367,1.781412319,1470.622366,18.82769817,14.91575768,14.91575768,13.70350994,8.998524681,8.998524681,6.923061385,6.923061385,5.252924731,5.252924731,4.066264575,4.066264575,0.0,4.390415048,0.0,5.817220841,5.824404498,54.99955572,6.066367068,24.52642128,31.18920547,19.93591408,4.983978521,0.821428571,1.571428571,2.392857143,0.045454545,-3.8,28,353.275,7008700.125,15.27656221,5.356856131,1.968179523,157.8228978,13.90164444,13.90164444,0.270221576,-0.270221576,5.25512,108.6834,367.387,2,5,0,0,0,0,2,4,6,0,0,3,2,6,4,1,0,0,0,0,134,9.967957042,11.64162534,0.0,0.0,0.0,0.0,9.967957042,9.374393569,0.0,0.0,0.0,49.38830668,45.32643999,22.06680287,2.922655211,6,4.390415048,43.74217623,0.0,24.9198926,0.0,6.9237372,0.0,66.36940546,11.38785599,11.92857143,0.0,4.390415048,0.0,0.0,24.9198926,0.0,12.74095804,5.693927995,54.85825662,0.0,55.13003222,70.25,13.90164444,0.0,20.77557532,2.710571303,6.094486699,0.429645204,12.57979633,3.536306337,1.971974364,0.0,0,0,0,5,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1,2,7,0,0,1,1,0,0,0,0,2,0,0,0,0.389743443
UNBS-5162 (BRD:BRD-K30933884-001-01-0),0.4202261108386101,1,2.507966553,2.133594335,860.2796317,17.43035694,13.49748724,13.49748724,11.37991785,7.523861363,7.523861363,5.981962216,5.981962216,3.966346969,3.966346969,2.875344649,2.875344649,6.031114512,14.38361155,0.0,11.81435946,40.6762505,0.0,4.899909731,30.33183534,18.9952537,5.316788604,5.733667477,1.166666667,1.875,2.541666667,0.235294118,-2.93,24,308.212,225864.9598,15.94645279,5.934405614,2.694751696,138.5558178,12.80679469,12.80679469,0.295777379,-0.706941389,1.488,91.0751,326.356,3,7,0,1,1,4,2,0,2,0,0,4,2,7,1,4,0,0,0,0,124,15.95036581,0.0,0.0,0.0,11.81435946,6.031114512,14.4889841,4.794537184,0.0,0.0,12.13273414,37.68066939,29.72657479,5.563451492,3.943029957,3,14.38361155,34.30530867,0.0,9.799819462,5.733667477,0.0,32.50164538,41.45873833,0.0,13.70833333,11.05045608,10.48192346,0.0,0.0,54.83015021,0.0,0.0,20.71597735,30.33183534,0.0,10.77244843,95.74,0.0,0.0,39.7550595,3.812283137,6.477913825,-0.658119594,7.820317524,0.0,0.871018177,3.754860759,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83209369
ADAVIVINT (BRD:BRD-K00003499-001-01-9),0.46995313986913,1,3.51571894,1.381910693,1804.01094,26.22503939,20.78772743,20.78772743,18.44069338,12.27828324,12.27828324,9.617958334,9.617958334,6.273341339,6.273341339,4.542528933,4.542528933,0.0,9.184952232,0.0,17.64230662,34.7066926,33.10998012,12.13273414,30.85374135,44.17930974,30.46608778,4.983978521,0.973684211,1.842105263,2.684210526,0.137931034,-4.92,38,481.365,707513109.4,23.47687787,9.511049698,4.496797726,216.9330114,13.88537543,13.88537543,0.038417885,-0.31656137,6.3539,145.6861,505.557,3,8,0,0,0,1,2,4,6,0,0,5,3,9,4,6,0,0,0,0,188,10.30076712,17.02784955,5.824404498,5.907179729,0.0,0.0,19.86117603,9.374393569,5.098681808,0.0,32.0465756,47.37664437,35.32763596,29.11447485,5.876046109,6,9.184952232,33.53089237,0.0,30.1332777,5.917906046,20.26829602,5.316788604,79.13553168,33.77213846,11.47368421,5.316788604,10.07780132,0.0,0.0,36.04045743,4.794537184,11.73512689,20.26829602,73.31831083,0.0,55.70846483,112.24,13.88537543,0.0,28.95997737,11.39298108,6.804126725,0.486601928,14.24445605,7.213035377,4.013446026,0.0,0,0,0,6,2,0,0,0,1,1,0,4,3,0,0,0,0,2,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0.244028125
APY-29 (BRD:BRD-K17511755-001-02-9),0.4785814234282772,1,3.184357203,1.339378188,1029.753412,16.63961743,13.3218701,13.3218701,12.33163248,8.189278025,8.189278025,6.130711373,6.130711373,4.18799889,4.18799889,2.758443423,2.758443423,0.0,0.0,0.0,0.0,17.6841081,28.23257848,12.84164325,12.52416365,30.33183534,40.76685491,0.0,1.04,2.0,2.92,0.176470588,-3.42,25,316.243,1405486.108,13.9682211,5.586723708,2.89017237,142.681342,4.493835979,4.493835979,0.519256477,0.519256477,3.4406,95.2538,332.371,4,8,1,0,1,0,1,3,4,0,0,6,4,8,3,5,1,0,1,0,124,15.61755573,11.63572556,0.0,5.948339281,0.0,0.0,5.098681808,9.967957042,10.08266033,0.0,0.0,37.10711152,23.86850296,23.0546495,3.12146368,5,0.0,34.30485255,0.0,30.1332777,0.0,18.75954929,10.63357721,48.54992698,0.0,13.92,10.63357721,23.27145111,0.0,0.0,30.1332777,0.0,0.0,24.45347729,42.85599899,0.0,11.03340144,107.2,0.0,0.0,16.07085948,13.78428441,3.894599011,2.675154332,9.728443062,5.846659712,0.0,0.0,0,0,0,6,2,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.445827121
