Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imidazole,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane,qed
ARBIDOL (BRD:BRD-K73881242-003-04-6),-0.1066304235009835,0,2.960641776,2.220223803,1031.95368,21.12902755,17.02977209,19.43226521,13.84544301,9.359641321,11.13823815,7.020367624,8.923459313,4.710895305,6.338656998,3.409298004,4.856398316,0.0,9.901064579,0.0,11.71881712,34.50411448,21.4923364,0.0,18.68562215,54.8754936,28.06267803,4.736862954,1.275862069,1.965517241,2.586206897,0.318181818,-1.96,29,452.224,3013684.634,21.74179633,9.238133082,4.467402666,183.3286231,12.98661946,12.98661946,0.157047134,-0.357879399,5.177,121.6343,477.424,1,5,0,0,0,0,2,1,3,0,0,6,1,7,1,7,0,0,0,0,154,19.31039973,5.749511833,0.0,0.0,0.0,5.969305288,0.0,4.794537184,0.0,11.76188495,18.19910121,55.14812627,40.88436917,22.15975369,6.925986479,3,14.63792753,44.56405907,0.0,9.467009379,7.047671983,24.11683069,20.70222593,57.6917529,5.749511833,11.37931034,0.0,0.0,5.749511833,27.69182885,41.24506799,24.08214495,0.0,28.53910536,45.7664054,0.0,10.90292493,54.7,8.043567655,5.132845564,16.08982068,11.50223233,3.018027053,0.413380226,11.95567664,0.0,2.602865177,5.82491801,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0.375701194
TC-S-7005 (BRD:BRD-K89584803-001-01-9),-0.1063984181204044,0,3.341032175,1.492577799,1108.322999,18.2169677,14.6771318,14.6771318,13.27598958,8.747152792,8.747152792,6.44163327,6.44163327,4.667771502,4.667771502,3.222471064,3.222471064,0.0,0.0,0.0,12.83478314,11.33253197,28.21097831,5.563451492,6.196843572,42.46456948,34.51390172,13.99682084,1.0,1.851851852,2.740740741,0.142857143,-3.54,27,342.249,4008851.05,15.69446247,6.318550055,2.847670704,155.2781854,5.469266998,5.469266998,0.129632857,0.129632857,4.7916,101.8427,359.385,1,6,0,1,1,0,2,2,4,1,0,6,1,6,3,4,0,0,0,0,134,19.31360945,11.51179077,17.08204381,6.792942306,0.0,0.0,0.0,4.983978521,0.0,0.0,35.4884986,36.75265697,11.60529232,11.58306779,3.672823952,5,13.99682084,16.78710713,0.0,10.14064178,0.0,12.96557803,12.10973091,66.35759868,22.75640315,13.66666667,14.79051451,5.817862778,11.49902367,0.0,16.93358408,0.0,0.0,18.52902952,65.31724212,0.0,22.22662384,69.41,16.30145752,0.0,4.44766146,8.560544792,3.494132407,2.22690697,18.09415098,1.693311209,2.348501332,0.0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0.564801021
AZD9496 (BRD:BRD-K73235735-001-02-7),-0.1062742624682728,0,3.049965906,1.915913709,1186.602779,23.20637782,18.12428515,18.12428515,15.04753251,10.49009322,10.49009322,8.979326136,8.979326136,5.869158216,5.869158216,4.627460546,4.627460546,29.31434762,9.184952232,8.780830095,23.71350022,12.11474962,40.75115077,13.8474744,4.899909731,31.18920547,4.983978521,5.106527395,1.25,1.90625,2.53125,0.32,-3.06,32,417.281,11706790.89,22.14529688,8.130635811,4.169074436,183.9104471,15.34711687,15.34711687,0.006758936,-1.576242917,5.628,118.2285,442.481,2,4,0,1,1,0,2,1,3,2,0,2,2,7,2,5,0,0,0,0,168,10.09050592,17.3032015,0.0,0.0,0.0,5.969305288,4.899909731,17.96578233,0.0,0.0,18.19910121,62.59405752,40.82292176,6.041840829,5.626729495,4,23.07230972,22.94825033,0.0,9.883888252,0.0,44.9444747,6.544756406,76.49294667,0.0,19.5625,0.0,13.17124514,0.0,0.0,39.21507799,11.21535881,11.63444168,49.1973349,42.47422252,0.0,16.97894504,56.33,45.44777056,0.0,15.88909268,9.788022161,0.829367546,-2.823253427,8.880992446,2.580822026,4.823852666,0.0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,3,0,0,3,0,0,1,0,0,0,0,0,0,0.503903327
NQDI-1 (BRD:BRD-K61918008-001-07-1),-0.1060345156257097,0,2.58569212,2.233319043,1078.40723,16.8445705,12.88155183,12.88155183,11.63022896,7.633645702,7.633645702,5.527435945,5.527435945,4.204930284,4.204930284,3.249948757,3.249948757,11.52857218,14.38361155,0.0,17.9535784,33.1567309,0.0,0.0,49.38830668,0.0,4.983978521,4.736862954,1.0,1.708333333,2.458333333,0.105263158,-3.21,24,306.212,407153.424,14.3865677,5.162258865,1.843889702,136.4418587,12.77805359,12.77805359,0.058564815,-0.685550831,2.9162,89.3937,319.316,1,5,1,0,1,0,2,1,3,0,0,4,1,5,1,2,0,0,0,0,118,9.720841475,5.563451492,5.783244946,0.0,5.559266895,5.969305288,9.589074368,4.794537184,0.0,0.0,36.39820241,18.55355576,27.59327941,6.606881965,3.09446611,4,14.32593732,22.65547517,0.0,4.983978521,0.0,6.9237372,6.606881965,69.50872803,11.12690298,12.125,5.559266895,0.0,0.0,0.0,23.34341072,4.736862954,0.0,33.20316604,47.25910666,0.0,22.02982792,76.23,5.062144038,0.0,40.37093175,0.586900983,1.965188492,-0.805404673,12.14012936,0.0,1.846776712,0.0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0.576388425
3-DEAZAADENOSINE (BRD:BRD-A79431551-001-01-1),-0.1055030541098281,0,2.943194274,2.035435146,601.3927525,13.56854962,9.917438798,9.917438798,9.130228955,5.826577912,5.826577912,4.444621348,4.444621348,3.311986377,3.311986377,2.294835679,2.294835679,24.53980033,10.21305479,0.0,12.42474474,11.03340144,0.0,12.52416365,10.63346672,0.0,9.967957042,15.57705783,1.315789474,2.105263158,2.789473684,0.454545455,-1.74,19,252.145,35227.09227,12.30181831,4.422633639,1.766796629,107.6265121,9.977961546,9.977961546,0.28054944,-1.149129819,-1.375,64.9498,266.257,5,8,0,1,1,0,0,2,2,4,0,8,4,8,3,2,0,1,1,0,102,30.35721226,23.82859988,12.04576395,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,0.0,6.066367068,6.196843572,18.45090276,2.863496603,3,20.05644514,16.85126421,0.0,14.53505669,0.0,24.53980033,12.34054944,18.59053071,0.0,31.10526316,5.733667477,5.817862778,0.0,0.0,54.77342,4.736862954,0.0,6.227901171,18.59053071,0.0,11.03340144,126.65,7.005601852,0.0,8.034956538,28.80145429,6.845269117,0.28054944,1.68792328,-0.952431894,-0.369989292,0.0,3,3,1,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.527565898
EGF816 (BRD:BRD-K22514639-001-05-7),-0.105425208391042,0,3.007115063,1.675647485,1251.867909,24.94901851,20.36932214,21.12525109,16.8294076,11.83850859,12.21647307,9.151473827,9.558673953,6.099430274,6.404424975,4.410977018,4.671581216,0.0,9.589074368,0.0,17.85620029,41.68539402,30.47309358,0.0,24.40559782,59.66112159,10.30076712,16.58491841,1.257142857,2.085714286,2.857142857,0.384615385,-3.23,35,463.779,65346402.56,24.88071325,11.00905101,5.887779489,210.1381851,13.07389089,13.07389089,0.007301726,-0.267266857,4.31682,138.8322,495.027,1,8,0,1,1,2,1,2,3,1,0,6,1,9,3,6,0,1,1,0,184,14.36691911,0.0,0.0,11.85551901,5.907179729,0.0,19.88984149,4.983978521,0.0,0.0,23.74332707,64.54701431,43.16451238,22.09787558,7.826086895,4,9.589074368,40.39704007,0.0,24.33487615,0.0,32.2280429,39.04640179,64.96073193,0.0,16.71428571,5.316788604,5.948339281,0.0,11.60093989,69.87884879,4.794537184,6.9237372,41.35622237,48.68071913,5.022633314,11.03340144,83.36,1.99875874,6.628804142,38.7955011,3.541344394,2.726740646,0.15137045,8.88301627,7.865816899,3.754349428,3.932075705,0,0,0,3,0,0,0,0,2,2,0,5,1,0,0,1,1,0,0,0,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0.515927272
AH11110 (BRD:BRD-A64808605-003-02-7),-0.1052066756574766,0,2.677584419,1.571371627,681.3052218,17.4849169,14.52592564,14.52592564,12.23718344,9.015144343,9.015144343,6.525539015,6.525539015,4.569833619,4.569833619,3.209712846,3.209712846,6.103966388,5.106527395,0.0,6.606881965,12.25644141,42.80757087,6.420821623,0.0,54.59730362,4.899909731,10.14614656,1.0,1.68,2.44,0.380952381,-2.33,25,312.243,676636.2929,17.49166068,8.67444296,4.828593331,149.1201089,10.2805169,10.2805169,0.194510818,-0.668281473,3.94657,101.1475,338.451,2,4,0,1,1,0,2,0,2,1,0,3,2,4,1,6,0,1,1,0,132,14.74330008,12.3563938,0.0,0.0,0.0,0.0,5.409283606,0.0,0.0,0.0,48.53093655,30.89228343,25.07378593,11.93958617,6.069216513,3,9.843390349,5.835619786,5.409283606,4.899909731,0.0,31.78725288,19.69639478,54.59730362,16.87641482,15.64,4.736862954,0.0,5.749511833,0.0,41.64241808,0.0,5.409283606,25.68328649,54.59730362,0.0,11.12690298,56.55,5.8763807,0.0,2.074042947,18.46426,2.106533917,1.281849666,17.94394433,3.190915991,2.062072452,0.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0.619329868
THEAFLAVIN (BRD:BRD-K60842365-001-03-9),-0.1052012879737699,0,3.025414563,1.543032705,1749.92023,29.32517998,21.01473375,21.01473375,19.42163175,12.4744945,12.4744945,10.12825889,10.12825889,7.434865757,7.434865757,5.515813574,5.515813574,52.65664293,50.75328374,0.0,75.1559717,0.0,24.26546827,18.19910121,0.0,0.0,0.0,9.473725908,0.609756098,1.146341463,1.731707317,0.206896552,-5.07,41,540.307,1244428098.0,26.16802218,9.251244381,4.203151898,230.3069049,13.00819933,13.00819933,0.00576011,-1.336023022,2.165,140.0312,564.499,9,12,2,2,4,0,2,0,2,4,0,12,9,12,2,2,0,0,0,0,212,55.43247246,40.60103739,23.35250189,5.428790392,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,29.32600419,53.79746599,17.77138427,5.90455532,6,55.43247246,0.0,0.0,0.0,0.0,37.2575088,0.0,74.94170302,62.87250948,21.41463415,14.9025163,0.0,51.7456065,0.0,58.16667933,12.84164325,0.0,34.46173874,47.25910666,0.0,11.12690298,217.6,11.7956401,0.0,13.00819933,94.24340356,-1.100430178,-3.608727844,8.051161651,-5.389246621,0.0,0.0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,5,5,0,0,0,0,0.171106677
A66 (BRD:BRD-K49055432-001-04-2),-0.1049038870405069,0,3.239659391,1.770819316,836.5670795,19.06011345,15.3280051,16.96099826,12.16372236,8.473057325,10.16920672,7.405393117,9.262566735,4.230965359,6.594368726,2.878913346,4.76868663,11.94902056,9.589074368,0.0,11.44610498,18.09713651,27.6934485,16.23669561,11.33678588,12.30379997,31.07197872,10.717646,1.346153846,2.076923077,2.692307692,0.529411765,-2.0,26,370.354,698684.3822,18.78106509,6.9575,3.730103806,160.1896827,12.48237444,12.48237444,0.001902549,-0.538505729,3.35412,104.6001,393.538,3,7,0,1,1,3,0,2,2,1,0,6,2,9,3,3,0,1,1,0,140,10.63357721,6.041840829,5.13155848,5.907179729,0.0,6.031114512,10.11132579,14.76249423,0.0,11.33678588,32.10799748,19.76538045,17.33980965,21.27262688,5.025740783,3,9.589074368,39.74342448,0.0,14.86786677,5.733667477,51.99342334,11.86154501,16.08161446,10.57107519,17.53846154,11.05045608,9.926095664,0.0,22.67357176,39.39275825,10.20952765,6.9237372,44.31440654,5.38006277,0.0,10.57107519,101.21,0.0,3.019483765,35.55847652,6.388064366,7.082487911,-0.466813708,-0.871599838,1.385795072,8.820772573,0.0,0,0,0,2,0,0,0,0,2,2,0,3,1,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.834680259
ADATANSERIN (BRD:BRD-K67789209-001-01-0),-0.1040597124940142,0,2.679917887,1.081137465,635.1251443,18.26937395,16.14648566,16.14648566,13.20023985,10.72759599,10.72759599,9.331266677,9.331266677,7.440773423,7.440773423,6.52978596,6.52978596,0.0,4.794537184,0.0,5.414990469,5.907179729,82.23306072,19.26246487,12.39368714,6.066367068,25.08456511,0.0,1.0,1.592592593,2.185185185,0.761904762,-1.69,27,338.265,2623403.778,17.41126903,7.041953264,3.439760867,161.282442,13.02101691,13.02101691,0.015778219,-0.015778219,1.9312,104.2997,369.513,1,6,4,1,5,1,0,1,1,0,4,5,1,6,2,5,4,1,5,0,146,10.21669833,0.0,0.0,11.85551901,0.0,0.0,9.694446915,9.967957042,0.0,0.0,0.0,62.34501494,57.07721605,0.0,4.541086769,6,4.794537184,11.85551901,0.0,20.18465538,23.16870861,38.52492974,44.16844817,18.46005421,0.0,35.40740741,10.21669833,5.948339281,0.0,0.0,60.04358494,4.794537184,23.16870861,38.52492974,18.46005421,0.0,0.0,61.36,0.0,0.0,26.3896401,3.31098369,-0.015778219,3.672258748,1.853405871,11.23307407,5.639749071,0.0,0,0,0,2,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859359519
ETILEVODOPA (BRD:BRD-K90982969-001-01-2),0.1225354294841437,1,2.235629054,2.65603906,378.2473539,12.12939203,9.01188868,9.01188868,7.540912558,4.973087822,4.973087822,3.385732193,3.385732193,2.08478649,2.08478649,1.282547135,1.282547135,12.01114612,9.901064579,0.0,24.52672725,5.563451492,0.0,12.13273414,12.99010427,0.0,0.0,15.57705783,1.4375,2.125,2.6875,0.363636364,-1.75,16,210.124,3196.949547,12.32017544,5.365702479,3.131706855,93.45953922,11.24015133,11.24015133,0.200503564,-0.760284392,0.5307,58.084,225.244,4,5,0,0,0,0,1,0,1,1,0,5,3,5,0,4,0,0,0,0,88,20.68358522,6.041840829,11.49902367,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,6.066367068,31.04074445,0.0,6.606881965,4.131649744,1,19.74445493,5.969305288,0.0,0.0,5.733667477,19.38639965,6.606881965,23.7625527,11.49902367,12.125,5.733667477,0.0,11.49902367,0.0,28.83108287,15.95222176,0.0,12.48718869,18.19910121,0.0,0.0,92.78,4.754014865,0.0,11.24015133,18.34633237,6.267592593,-0.905481649,3.550329507,0.25662037,1.990440616,0.0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0.513158358
DIPHENHYDRAMINE (BRD:BRD-K47278471-003-26-3),0.1226292763756598,1,2.451170833,2.144605562,427.6354426,13.50178923,11.62052841,11.62052841,9.270856948,6.633749826,6.633749826,4.87547377,4.87547377,3.027662328,3.027662328,1.993692891,1.993692891,0.0,0.0,0.0,6.103966388,0.0,13.15163837,11.12690298,0.0,12.13273414,67.52619024,4.736862954,0.842105263,1.315789474,1.736842105,0.294117647,-1.64,19,234.193,26276.55133,13.78386357,7.073267029,4.194495435,115.1865868,6.08337963,6.08337963,0.016064815,0.016064815,3.3542,79.233,255.361,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,6,0,0,0,0,100,9.636772685,6.103966388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66367068,25.22224695,6.544756406,6.606881965,5.1314183,2,4.736862954,0.0,0.0,4.899909731,0.0,6.103966388,27.24698234,71.79057367,0.0,11.15789474,0.0,0.0,0.0,0.0,32.14689207,4.736862954,0.0,17.23086937,60.66367068,0.0,0.0,12.47,6.08337963,0.0,2.131990741,0.0,2.402696523,0.0,20.7642569,0.016064815,1.650419029,4.117859033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78455044
ANAGRELIDE (BRD:BRD-K62200014-003-10-5),0.1230946020392917,1,2.606206841,2.117525309,527.0405815,11.28409257,8.127518528,9.63937642,7.647867046,4.753154927,5.509083873,3.698695864,4.483860464,2.631903865,3.475328111,1.863515389,2.260138032,0.0,4.794537184,0.0,5.907179729,29.09433401,11.25083777,0.0,12.13273414,4.899909731,10.30919334,23.20187978,1.3125,2.125,2.9375,0.2,-1.26,16,249.036,7094.09502,9.930246785,3.365956535,1.374663893,101.8525822,11.21972094,11.21972094,0.047430083,-0.047430083,1.9263,62.1097,256.092,1,4,0,2,2,1,1,0,1,0,0,3,1,6,2,0,0,1,1,0,82,4.899909731,6.544756406,0.0,11.8667343,0.0,0.0,10.11132579,4.992404733,0.0,0.0,23.20187978,12.13273414,5.563451492,22.27740931,2.089048691,3,4.794537184,40.75600035,0.0,10.21669833,4.992404733,6.544756406,6.544756406,27.74145226,0.0,17.75,5.316788604,5.687386275,0.0,23.20187978,23.31140043,11.33929359,0.0,5.563451492,17.12513887,10.04526663,0.0,44.7,0.0,12.04046479,17.38715922,3.718411675,1.636358025,0.545985765,3.511486048,0.0,0.882356702,0.0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0.770308666
TREMORINE (BRD:BRD-K08619838-300-05-7),0.1231818436509638,1,2.855256467,1.60796253,192.2115659,9.639981913,8.965495003,8.965495003,6.949489743,5.854473377,5.854473377,4.320062696,4.320062696,3.127694075,3.127694075,2.216885547,2.216885547,0.0,0.0,0.0,0.0,0.0,13.08951281,51.86231212,0.0,0.0,21.6406881,0.0,0.642857143,1.0,1.357142857,0.833333333,-0.52,14,172.146,3571.92584,10.01340863,5.382889998,3.006107788,87.26084471,3.288472222,3.288472222,0.993888889,0.993888889,1.1814,59.124,192.306,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,78,0.0,0.0,0.0,0.0,0.0,0.0,9.799819462,0.0,0.0,0.0,11.84086864,51.86231212,0.0,13.08951281,3.850076938,2,0.0,0.0,0.0,9.799819462,0.0,25.68328649,39.26853844,0.0,11.84086864,23.71428571,0.0,0.0,0.0,0.0,49.0683579,0.0,11.84086864,25.68328649,0.0,0.0,0.0,6.48,0.0,0.0,4.910677438,0.0,0.0,6.576944444,0.0,5.475416667,7.036961451,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606240032
BAY-8002 (BRD:BRD-K00005331-001-01-9),0.1242540119781749,1,2.686671115,1.988142636,1160.223385,20.31119031,14.29462275,15.86704828,13.30256758,8.038486692,9.899614413,5.763002402,8.119885146,3.951932055,6.048824576,2.549538739,4.060709655,21.71373815,23.11339875,0.0,31.62788952,0.0,0.0,48.53093655,24.26546827,0.0,5.316788604,11.60093989,0.821428571,1.464285714,2.142857143,0.0,-3.16,28,401.742,1765615.777,19.59742769,7.835375075,3.90189654,165.8712805,12.76915615,12.76915615,0.039183149,-3.838972532,4.1233,104.7003,415.854,2,6,0,0,0,1,3,0,3,0,0,4,2,8,0,5,0,0,0,0,142,10.423316,0.0,0.0,9.837253136,5.907179729,5.969305288,4.794537184,13.21233417,0.0,0.0,41.93277523,42.46456948,0.0,31.62788952,5.48404273,3,23.11339875,39.00206432,0.0,0.0,0.0,9.790966951,5.316788604,88.94594112,0.0,11.03571429,5.316788604,5.687386275,0.0,11.60093989,25.4008094,9.837253136,0.0,20.71597735,82.58737177,5.022633314,0.0,100.54,25.5383123,6.083761898,23.92040221,11.73144291,-0.105291671,-1.9248012,17.4562572,0.0,0.0,-3.838972532,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.652266801
INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.1246315756599244,1,3.577176294,1.255487639,1499.255658,27.89661227,20.34043226,22.12928664,18.61252398,11.64397081,14.33941592,8.814944782,11.69076757,6.421284537,8.035742919,4.553199159,6.039310744,67.62915403,24.36717744,0.0,18.84556637,11.16387794,10.63346672,25.96128126,4.567099648,0.0,32.18454308,28.99175066,1.230769231,2.025641026,2.743589744,0.55,-2.67,39,561.3,607781358.0,27.88022207,11.06994122,5.518868729,224.0859264,13.16122354,13.16122354,0.158258058,-4.154281227,-1.0485,134.8022,587.508,5,17,0,2,2,0,0,3,3,8,0,16,5,19,5,9,0,2,2,0,212,30.15731113,42.48778751,17.69294117,0.0,5.559266895,12.48737089,27.96020932,24.31152103,0.0,0.0,12.24862899,0.0,25.7938298,25.64505039,7.913651785,5,38.03618626,36.0279972,0.0,29.07011338,0.0,49.3964559,26.05722895,45.75593545,0.0,30.61538462,16.98267777,5.817862778,0.0,19.04625649,90.12656158,27.82313147,0.0,18.87662396,34.50692516,0.0,11.16387794,228.16,43.86103999,4.034695106,38.04402783,20.38557144,5.239353013,0.198559706,1.112000741,-2.89295677,-5.092779218,1.304932608,2,2,1,6,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0.148698667
FENRETINIDE (BRD:BRD-K89085489-001-23-2),0.1247469437578505,1,2.62258121,1.954451288,877.7883383,21.44094682,18.25028492,18.25028492,13.66954098,10.18825574,10.18825574,8.459055077,8.459055077,5.267199505,5.267199505,3.610358323,3.610358323,0.0,9.901064579,0.0,17.07168203,5.687386275,5.57310453,35.98177846,30.34148838,19.07577741,51.23979772,0.0,1.103448276,1.793103448,2.448275862,0.346153846,-2.81,29,358.291,1656212.486,22.47881527,10.10649551,7.262117253,174.7820171,12.05847381,12.05847381,0.173484143,-0.194093103,6.8623,122.8625,391.555,2,3,1,0,1,1,1,0,1,0,0,2,2,3,0,6,0,0,0,0,154,10.423316,5.749511833,0.0,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,55.37378399,80.86034427,11.76340638,0.0,7.833863642,2,9.901064579,11.594566,0.0,0.0,5.414990469,53.88115087,5.316788604,83.01400704,5.749511833,17.96551724,5.316788604,5.687386275,5.749511833,0.0,11.01370712,4.794537184,5.414990469,53.88115087,83.01400704,0.0,0.0,49.33,0.0,0.0,12.05847381,12.05794835,5.891926282,-0.02060896,6.405935338,15.64604528,10.87694657,0.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.315948062
ANLOTINIB (BRD:BRD-K36949735-001-01-1),0.1251036873383776,1,3.348792572,1.520239115,1263.756793,20.88010441,16.79004544,16.79004544,14.45444014,9.798286114,9.798286114,7.873680967,7.873680967,5.45124875,5.45124875,3.501455929,3.501455929,5.817220841,4.390415048,0.0,11.28843709,40.14456661,24.05227196,0.0,49.70484352,6.9237372,9.967957042,19.94425634,1.066666667,1.9,2.666666667,0.260869565,-3.32,30,385.269,11230095.52,18.69240377,6.880386525,3.308023065,172.3105181,14.97866357,14.97866357,0.145463259,-0.410733402,4.83462,113.0101,407.445,3,6,1,0,1,0,2,2,4,0,0,5,2,7,2,6,1,0,1,0,154,24.92823486,12.3563938,23.06575634,0.0,0.0,0.0,4.983978521,4.390415048,0.0,0.0,0.0,50.09721579,34.24628778,18.16542351,4.2870321,5,18.60100391,21.80584986,0.0,9.967957042,5.733667477,25.3043057,13.71667951,54.10619482,22.99804733,14.8,19.94425634,4.390415048,22.99804733,0.0,29.2235618,0.0,12.74095804,18.53557124,42.59504598,0.0,21.80584986,82.39,32.33440378,0.0,7.533037058,1.187729636,8.153718153,1.328620792,10.46844436,3.529300548,2.309886199,1.571526132,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,2,0,3,1,0,1,0,0,0,1,0,0,0,0.478166
FLUMATINIB (BRD:BRD-K68870568-066-01-5),0.1252423089472984,1,2.960785221,1.321108218,1522.491632,28.98455242,22.61181015,22.61181015,19.65201825,13.0502841,13.0502841,9.892385162,9.892385162,6.871439636,6.871439636,4.512054208,4.512054208,17.64692974,17.96578233,0.0,17.67165939,41.80048063,24.71933137,18.32957771,37.64700205,24.08031585,35.46940102,0.0,1.0,1.804878049,2.536585366,0.275862069,-4.42,41,533.368,1443934117.0,28.1210481,11.98546599,7.023499441,235.0374456,13.98403938,13.98403938,0.095331701,-4.592207203,5.00412,149.6909,562.6,2,9,0,1,1,1,1,3,4,0,0,8,2,12,4,7,0,1,1,0,212,15.53348694,0.0,0.0,5.948339281,5.907179729,6.176298517,19.66240396,9.967957042,13.17124514,0.0,6.066367068,55.93306308,62.44121573,34.5229236,8.220582087,5,17.96578233,23.23029156,0.0,29.73573355,0.0,19.64479212,43.86027481,89.63622624,11.25737949,14.56097561,10.63357721,30.49435697,0.0,0.0,68.86961088,12.72105492,6.9237372,27.17881965,67.25194377,0.0,11.25737949,99.17,41.95211814,0.0,34.33773832,5.76028609,2.192389018,-0.362441539,10.81340719,1.823674838,4.909801072,1.989693547,0,0,0,4,0,0,0,0,1,1,0,6,2,0,0,1,0,0,3,0,1,3,1,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0.324706681
