Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_pyridine,fr_sulfide,fr_thiophene,fr_unbrch_alkane,qed
ALISERTIB (BRD:BRD-K75295174-001-05-0),0.1764454577014402,1,3.042108235,1.596372526,1574.533894,26.10371905,19.75013767,20.50606662,17.88858045,11.11160734,11.48957181,8.084505868,8.520941648,5.884083747,6.11918085,4.176946972,4.349049996,11.78652613,9.901064579,4.390415048,29.3695105,38.9920474,5.563451492,26.35232922,42.59504598,6.066367068,10.30076712,31.05104905,1.054054054,1.864864865,2.621621622,0.111111111,-4.5,37,498.772,251607345.0,24.20576093,9.865457453,4.564058273,215.9576937,15.04548809,15.04548809,0.036993962,-1.095151792,5.7461,138.009,518.932,2,8,0,1,1,0,3,1,4,0,0,7,2,10,2,6,0,0,0,186,19.89704191,22.879696,0.0,5.948339281,0.0,5.969305288,4.992404733,19.15290927,0.0,0.0,23.73367403,36.39820241,39.6635847,37.73341598,6.454078502,5,23.76520553,34.91765574,0.0,9.967957042,4.992404733,6.544756406,19.53638369,93.88780731,22.75640315,12.05405405,14.79051451,16.0261406,11.49902367,11.60093989,40.97506981,6.544756406,5.817220841,27.04834315,65.78655192,5.022633314,11.25737949,105.93,25.67877153,6.346660352,25.24551656,12.87649751,3.851396349,-0.74253348,14.45992638,1.649728888,0.204231844,2.874248512,0,0,0,0,1,2,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,3,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334715931
ERASTIN (BRD:BRD-A25004090-001-08-4),0.1766936547106548,1,2.96897907,1.367428433,1513.933908,27.3547959,22.0480062,22.80393515,18.9567288,13.10033315,13.47829762,9.363775726,9.800211506,6.971956455,7.223932771,4.871495174,4.997483332,0.0,9.589074368,0.0,24.11516942,71.72228027,0.0,0.0,34.89893499,54.28821641,11.82364693,26.05864432,0.948717949,1.641025641,2.384615385,0.3,-3.88,39,515.807,777517854.1,26.71621071,11.88377318,5.768137792,231.8931817,13.81709801,13.81709801,0.030584804,-0.180964725,4.722,152.024,547.055,0,8,0,1,1,1,3,1,4,1,0,7,0,9,2,8,0,1,1,202,14.37363564,17.32342816,6.606881965,0.0,11.46644662,0.0,19.05608375,4.983978521,0.0,0.0,35.86640816,62.37841095,31.20165894,29.239034,8.140753544,5,14.26826309,28.41104455,0.0,19.35089763,0.0,19.88931523,39.39278955,93.99724671,17.18640994,14.79487179,15.0329928,0.0,11.49902367,11.60093989,64.65086691,4.794537184,0.0,25.71371973,77.59094201,5.022633314,16.59031121,76.9,13.19834244,5.91825392,35.64383388,1.16895832,1.183363955,1.802556629,21.70836709,0.0,6.820768205,0.0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.31812939
PR-619 (BRD:BRD-K54395039-001-01-7),0.1781814839220115,1,2.135918047,3.155880995,393.6818992,10.55204176,6.890188175,8.523181337,6.68507051,3.36562431,4.998617472,2.14182166,3.794871133,1.319196172,2.59557547,0.768753765,1.69402778,0.0,0.0,0.0,11.63572556,9.790966951,23.5237699,0.0,6.066367068,10.80250659,4.983978521,21.99111806,1.071428571,1.5,1.857142857,0.0,-1.57,14,218.246,1305.045926,10.51045052,4.606167433,2.222137665,89.09209614,8.460795777,8.460795777,0.204944255,0.204944255,1.39236,56.0018,223.286,4,5,0,0,0,0,0,1,1,0,0,7,2,7,1,2,0,0,0,70,11.46733495,22.43823215,0.0,0.0,0.0,0.0,0.0,4.983978521,10.52378311,0.0,0.0,29.59013697,0.0,9.790966951,3.458063922,1,0.0,35.15949545,10.52378311,4.983978521,0.0,9.790966951,11.46733495,6.066367068,10.80250659,9.0,11.46733495,11.63572556,0.0,23.5237699,4.983978521,0.0,21.3262897,0.0,15.85733402,0.0,0.0,112.51,0.0,1.780765306,4.849166667,20.67617725,11.03455782,0.409888511,1.582777778,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0.574961424
RYUVIDINE (BRD:BRD-K06426971-001-02-7),0.1803050059925805,1,2.80923031,1.930741301,741.7340484,14.2756564,11.05870981,11.87520639,9.541713896,6.162427651,6.978924232,4.653027471,5.856222383,3.02359315,4.008949256,2.022959266,2.849834773,0.0,9.589074368,0.0,22.9574572,4.877147194,16.25846146,17.41280598,6.9237372,31.18920547,10.30076712,0.0,1.1,1.8,2.5,0.133333333,-2.27,20,272.244,47745.67836,12.74812893,4.683424978,2.16220609,119.7156335,12.30807855,12.30807855,0.166841039,-0.231921296,3.13494,78.3967,284.34,1,4,1,0,1,0,1,1,2,0,0,5,1,5,1,2,0,0,0,100,5.316788604,10.57107519,5.783244946,5.783244946,0.0,0.0,9.589074368,4.983978521,0.0,11.33678588,17.69618563,25.98020854,11.76340638,10.70466301,2.985245272,3,9.589074368,28.59066205,0.0,4.983978521,0.0,13.8474744,5.316788604,57.18067807,0.0,14.0,5.316788604,5.687386275,0.0,11.33678588,16.55046841,0.0,13.8474744,30.73122475,36.03852769,0.0,0.0,59.06,0.0,1.258487427,28.89732374,3.717552141,2.442273366,-0.398762335,7.623372229,1.349349017,3.777071083,0.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,2,0,0,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920067989
CURCUMIN (BRD:BRD-K07572174-001-39-4),0.1822410817630342,1,2.662441419,2.053208328,908.883006,19.81119031,14.91723862,14.91723862,12.92225395,7.974474628,7.974474628,5.500811171,5.500811171,3.584293353,3.584293353,2.197710486,2.197710486,5.783244946,20.11411937,0.0,17.25818854,22.62592665,6.076020107,38.50436943,36.41750849,0.0,0.0,9.473725908,0.851851852,1.333333333,1.814814815,0.095238095,-3.67,27,348.225,881033.8147,19.65205483,9.14533896,5.674231317,156.4754811,11.9138427,11.9138427,0.008810374,-0.409742116,3.8526,103.1044,368.385,3,6,0,0,0,0,2,0,2,0,0,6,3,6,0,7,0,0,0,140,24.79330809,5.759164872,28.78129228,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,24.28477435,47.54441147,6.076020107,14.21959508,6.656470468,2,29.58784528,17.93528516,0.0,0.0,0.0,0.0,14.21959508,71.51233059,22.99804733,11.85185185,9.473725908,0.0,22.99804733,0.0,35.32242221,4.794537184,0.0,11.12690298,60.3854276,0.0,12.15204021,96.22,10.00638654,0.0,11.9138427,28.95678947,1.348518069,0.001634371,9.383692855,6.848358372,0.0,2.874110956,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0.390200063
10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-02-4),0.183332545397253,1,2.865243125,1.812302564,1239.714828,28.70637782,22.71051743,22.71051743,18.12442288,13.21829766,13.21829766,12.18469436,12.18469436,9.945425015,9.945425015,7.662277156,7.662277156,76.19167607,34.80972113,0.0,30.58508123,5.57310453,0.0,25.98020854,38.9703128,0.0,0.0,14.21058886,1.076923077,1.717948718,2.282051282,0.620689655,-2.63,39,508.309,215518052.2,27.91874692,8.938465419,3.615730945,226.1142811,14.28535875,14.28535875,0.082769955,-2.065817389,1.0818,135.1717,544.597,4,10,3,1,4,0,1,0,1,9,2,10,4,10,1,3,2,1,3,212,34.63669844,23.91294997,11.38429576,0.0,0.0,11.93861058,9.589074368,4.794537184,0.0,0.0,32.0465756,37.1264176,25.18037091,35.71116275,6.398737278,5,49.02030999,17.72185552,0.0,0.0,16.74788698,89.18226281,6.606881965,47.04149589,0.0,42.74358974,0.0,0.0,0.0,0.0,86.47678063,23.79966323,16.74788698,57.81831792,41.4780444,0.0,0.0,159.82,17.71417167,0.0,40.28322475,46.73852914,-6.244438442,-3.603391579,8.08258385,-7.258377281,7.287697879,0.0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320305548
THZ1-R (BRD:BRD-K02135007-001-01-8),0.1842685218975201,1,3.383763665,1.226697989,1682.045619,28.76900947,22.74032595,23.4962549,19.85137698,13.17656824,13.55453271,9.830372224,10.23757235,6.405063808,6.681660359,4.375004652,4.567857401,0.0,9.589074368,0.0,11.81435946,45.71133253,29.43195445,0.0,42.59504598,61.59029968,30.90230137,11.60093989,0.926829268,1.707317073,2.512195122,0.161290323,-4.73,41,537.841,2046982167.0,27.82244008,12.62930066,7.077570655,242.5231321,12.87716285,12.87716285,0.049440329,-0.268171673,6.5545,164.8723,568.081,4,9,0,0,0,2,3,2,5,0,0,6,4,10,2,10,0,0,0,208,25.83425406,0.0,0.0,11.85551901,5.907179729,0.0,9.589074368,9.967957042,0.0,0.0,35.86640816,75.59185854,51.70965193,16.91340488,8.570194164,5,9.589074368,57.32872239,0.0,19.85184529,0.0,12.84164325,36.59046618,95.77617677,11.25737949,11.02439024,15.95036581,23.01049811,0.0,11.60093989,52.30630512,4.794537184,0.0,23.19963192,85.19009196,5.022633314,22.16030442,115.04,0.0,6.460258648,39.28428489,10.42688575,4.901614312,0.055080658,22.01365858,4.666758992,0.849225879,3.953343404,0,0,0,0,0,3,1,0,0,0,2,2,3,4,0,0,1,0,0,2,0,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.151964806
DIHYDROARTEMISININ (BRD:BRD-K62213621-001-01-6),0.1872355123846312,1,2.628280998,1.817281732,411.0680535,14.12095586,12.3727355,12.3727355,9.461779517,7.843368977,7.843368977,7.295866811,7.295866811,6.122915805,6.122915805,4.885408237,4.885408237,23.96821542,5.106527395,0.0,11.83581209,11.83581209,19.26246487,6.420821623,0.0,13.8474744,6.9237372,19.24886781,1.05,1.85,2.65,1.0,-0.2,20,260.16,48486.52784,13.46204986,4.16883066,1.557191034,119.002826,10.19637944,10.19637944,0.037876039,-0.781267479,2.1867,69.0468,284.352,1,5,1,4,5,0,0,0,0,8,2,5,1,5,4,0,1,4,5,114,14.5802533,0.0,18.18110427,5.787111153,0.0,0.0,0.0,9.775141907,0.0,0.0,13.8474744,38.02201416,18.25663372,0.0,2.80605031,5,24.35539521,0.0,0.0,0.0,23.67162418,70.42271351,0.0,0.0,0.0,61.8,0.0,0.0,0.0,0.0,29.07474282,19.24886781,23.67162418,46.45449809,0.0,0.0,0.0,57.15,11.8519213,0.0,11.62555367,10.19637944,-0.549282407,0.436706822,0.0,2.723659769,6.215061413,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690996397
XL228 (BRD:BRD-K14274271-001-02-8),0.1982980151931624,1,3.331518785,1.346240351,1047.361219,22.07877502,18.92802868,18.92802868,15.53000978,11.37538235,11.37538235,9.05741738,9.05741738,5.985376288,5.985376288,3.753060286,3.753060286,0.0,0.0,0.0,0.0,24.32890778,60.78071737,12.84164325,0.0,12.13273414,67.73291551,9.507073458,1.125,1.9375,2.65625,0.545454545,-3.14,32,406.304,31319075.05,20.74547737,8.775012427,4.849524451,187.3345178,5.450112139,5.450112139,0.328748953,0.328748953,3.296,123.5061,437.552,3,10,1,1,2,0,0,3,3,0,0,9,3,10,4,8,1,1,2,170,24.95649161,17.45358833,5.760247419,5.948339281,0.0,0.0,5.098681808,0.0,15.06663885,0.0,19.00413766,25.80722127,50.29603288,17.9326124,5.688806929,5,4.523094937,23.40192761,0.0,30.22189365,0.0,45.06968614,48.76018455,35.34720461,0.0,17.1875,15.53348694,23.40192761,0.0,0.0,63.44859125,6.544756406,0.0,55.67303315,22.72219614,0.0,0.0,111.03,5.450112139,0.0,14.09352282,18.3155213,2.062449105,4.714670192,6.050571613,2.443616598,8.554269018,2.148600544,0,0,0,0,0,5,1,0,0,0,0,0,6,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488620681
TAK-901 (BRD:BRD-K01683783-001-02-6),0.1995310073971771,1,3.248344078,1.706656958,1581.690872,25.61215522,21.18175641,21.99825299,17.17387228,12.41875295,14.07101817,9.862789223,12.14103977,7.306775488,9.03902255,5.09872871,6.024490945,9.837253136,13.21233417,0.0,22.59735764,5.563451492,70.12128839,0.0,25.12283841,32.17705211,33.29869443,0.0,1.166666667,1.916666667,2.638888889,0.357142857,-3.23,36,472.4,145168263.0,24.46378275,9.333282664,4.395046503,211.3857832,13.53418791,13.53418791,0.027971146,-3.379546962,4.61754,144.2217,504.656,2,7,0,1,1,1,2,2,4,0,0,5,2,8,3,5,0,1,1,188,15.20067686,5.647177221,9.837253136,0.0,5.907179729,0.0,4.794537184,13.40177551,0.0,0.0,19.05647134,93.34557668,28.57458432,16.1650378,6.342427761,5,13.21233417,37.68075923,0.0,20.18465538,0.0,44.55017915,25.8900384,59.28540046,11.12690298,15.55555556,5.316788604,0.0,0.0,0.0,61.12472272,9.837253136,13.8474744,41.2502721,47.49052946,0.0,33.06322935,95.16,25.29025313,0.0,24.09802273,5.134452852,5.623394058,-0.078201786,11.13238421,3.653442792,7.511007538,-1.28142219,0,0,0,0,0,2,1,0,0,0,1,1,2,2,0,0,1,0,0,1,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.413648775
GPP-78 (BRD:BRD-K83289131-003-01-0),0.2009861678495242,1,3.338135553,1.132390048,1141.417452,22.71912141,18.72975391,18.72975391,16.29282634,11.54283471,11.54283471,8.086107842,8.086107842,5.572950636,5.572950636,3.818185932,3.818185932,0.0,4.794537184,0.0,5.907179729,6.420821623,66.72053327,0.0,12.39368714,65.47595012,32.74556817,0.0,0.818181818,1.575757576,2.424242424,0.259259259,-3.8,33,410.331,57408347.27,22.39594151,11.715532,6.589509947,194.2485899,12.45505412,12.45505412,0.073081289,0.073081289,5.9864,131.4627,439.563,1,6,0,0,0,1,2,2,4,0,0,5,1,6,2,11,0,0,0,168,5.316788604,5.693927995,0.0,5.907179729,0.0,0.0,14.46031864,0.0,0.0,5.098681808,73.00678651,36.60419594,42.17355443,6.196843572,7.950920285,4,4.794537184,11.594566,0.0,19.97784836,0.0,45.06968614,5.316788604,85.32056847,22.38428247,10.78787879,5.316788604,5.687386275,0.0,0.0,25.88502809,11.33929359,0.0,38.52492974,85.32056847,0.0,22.38428247,72.7,1.888849756,0.0,16.57757705,11.51348019,4.850127707,0.073081289,21.97562951,11.2700459,0.851208597,0.0,0,0,0,0,0,4,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0.291543208
AURANOFIN (BRD:BRD-K45995181-001-04-6),0.2038782601309482,1,2.704439171,3.440940359,725.5625183,24.47432702,19.54638632,23.42377546,14.97840059,10.40539859,18.8500183,7.099313558,23.21519021,4.794477262,27.04037018,3.132271551,21.83562098,58.42014633,19.17814874,0.0,23.99980016,0.0,18.48573008,27.6949488,9.227097544,0.0,20.7712116,23.68431477,0.78125,1.25,1.6875,0.8,-0.63974026,32,644.219,4343307.673,29.39214723,13.9200732,8.952119661,200.5555704,11.89422957,11.89422957,0.193051461,-1.140927951,2.7925,118.09,678.491,0,9,0,1,1,0,0,0,0,5,0,10,0,12,1,10,0,1,1,190,0.0,0.0,0.0,0.0,0.0,201.461398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78565128,1,60.2553817,37.79537995,0.0,0.0,0.0,78.31802432,25.09261205,0.0,0.0,25.65625,0.0,0.0,0.0,13.9181588,78.82169712,60.2553817,0.0,48.4661604,0.0,0.0,0.0,114.43,26.59374546,-0.227118379,46.9646664,0.0,-0.651566673,-2.339320224,0.0,-0.706860467,11.35698235,1.592804863,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148038274
STF-31 (BRD:BRD-K22477529-001-02-7),0.2111136450998457,1,2.727479595,1.618021975,1103.109854,21.77781011,17.21551677,18.03201335,14.14881504,9.555961676,11.03912492,7.991676415,9.758629646,4.632485754,6.049631116,2.809700073,3.827441069,10.02329115,13.21233417,0.0,22.76241008,11.25083777,11.12690298,0.0,60.92462369,12.13273414,35.79407359,0.0,0.966666667,1.633333333,2.2,0.217391304,-3.03,30,398.338,4034575.096,21.67344037,8.769570564,5.522367993,176.9769146,12.56370193,12.56370193,0.040891648,-3.624100609,4.1099,117.7997,423.538,2,6,0,0,0,1,2,1,3,0,0,4,2,7,1,6,0,0,0,156,5.316788604,0.0,0.0,10.02329115,5.907179729,0.0,9.778515705,13.13989185,0.0,0.0,45.03667987,52.94009586,18.30505147,16.77971332,6.335558824,3,13.21233417,21.61785716,0.0,9.706073385,0.0,37.62644195,5.316788604,89.7477123,0.0,11.83333333,10.03888347,5.687386275,0.0,0.0,19.30895523,21.98303803,0.0,42.25610326,77.9528413,0.0,0.0,88.16,27.72912098,0.0,16.4546271,2.757491432,2.866014604,-0.255491865,17.1758613,3.19396691,6.369176825,-3.624100609,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.624500953
CID-5458317 (BRD:BRD-A08840375-001-01-3),0.2114193217393566,1,2.896922822,1.801344847,873.6859762,16.35516038,13.83360046,13.83360046,11.82649984,8.894162654,8.894162654,6.717158317,6.717158317,5.040191134,5.040191134,3.779200039,3.779200039,0.0,5.106527395,0.0,0.0,11.8010057,27.27089529,32.10410811,0.0,36.39820241,29.59190992,0.0,0.833333333,1.5,2.25,0.272727273,-2.48,24,294.248,634449.2734,15.07148509,6.561383301,2.843938455,142.401543,10.78987859,10.78987859,0.3821875,0.3821875,3.4805,99.5645,317.432,2,2,2,0,2,0,2,0,2,0,0,2,2,2,0,3,1,0,1,122,10.423316,5.759164872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85976848,24.48111484,22.05224531,5.697039313,4.120407941,4,5.106527395,17.53222429,0.0,5.316788604,0.0,38.14594894,0.0,76.17115959,0.0,19.58333333,15.75408856,0.0,0.0,0.0,11.14836822,0.0,0.0,37.66755961,60.17040815,0.0,17.53222429,32.26,0.0,0.0,0.0,16.57452995,3.098728532,0.3821875,18.84255264,8.43533471,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908217817
BX-912 (BRD:BRD-K49669041-001-08-4),0.2129293335231329,1,3.447026022,1.376009736,988.2313639,20.76093778,16.35915972,17.94515626,14.66983643,9.839085164,10.63208343,6.973888371,7.82822527,4.74900008,5.329320724,3.214858208,3.54607736,0.0,4.794537184,0.0,6.031114512,18.31095846,53.89339774,0.0,18.72100722,29.165378,51.81622379,0.0,1.2,2.033333333,2.833333333,0.3,-3.14,30,448.179,12096383.0,20.14575011,9.572691092,5.262316659,182.4009495,12.3021782,12.3021782,0.061763735,-0.061763735,3.9881,120.0638,471.363,4,9,0,1,1,2,1,2,3,0,0,6,4,10,3,7,0,1,1,156,25.83425406,5.817862778,0.0,5.948339281,0.0,6.031114512,0.0,14.76249423,4.983978521,0.0,6.066367068,46.97068835,55.51747853,10.80003959,6.428301421,4,4.794537184,45.10203302,0.0,24.83582381,0.0,19.26246487,35.58463503,53.153123,0.0,13.3,15.95036581,27.93551179,0.0,15.9299439,50.50120754,6.420821623,0.0,18.53557124,47.45919501,0.0,0.0,110.86,0.781748098,3.478194422,30.09223596,9.442431143,2.574714203,1.162746108,7.453457783,8.103188645,2.327950309,0.0,0,0,0,0,0,4,1,0,0,0,1,1,4,4,0,0,1,0,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4149415
NAMPT-IN-1 (BRD:BRD-K18280217-001-01-0),0.2218513065505795,1,2.63859964,1.60495537,971.3563451,21.07070333,16.45986803,17.27636461,13.61190488,9.265387315,10.91765254,7.699767741,9.422062773,4.384544139,6.017740175,3.178845916,4.667137036,21.37719557,18.31886156,0.0,12.51406169,30.94723254,11.12690298,13.8474744,41.55906515,6.066367068,9.706073385,4.736862954,1.310344828,2.103448276,2.793103448,0.4,-2.65,29,394.303,2043384.334,21.06834495,8.380483309,6.164697444,170.126566,12.43380766,12.43380766,0.05966796,-3.662961593,1.5579,109.0023,419.503,2,8,0,1,1,1,1,1,2,0,0,6,2,9,2,7,0,0,0,156,14.74330008,5.749511833,6.606881965,10.02329115,5.907179729,0.0,14.50061057,8.417796984,0.0,0.0,6.066367068,55.66066728,24.97374266,17.55074799,6.088376317,3,23.05572452,21.61785716,0.0,9.883888252,0.0,32.41410324,23.62658684,53.85242547,5.749511833,14.24137931,9.458957818,5.687386275,5.749511833,0.0,53.82093515,27.78340637,0.0,24.97437738,42.72552249,0.0,0.0,108.83,32.31818359,0.0,18.09825497,9.750686727,1.091193008,0.034014581,8.751351279,3.809113213,3.810164221,-3.662961593,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.705001265
POLYDATIN (BRD:BRD-K43236057-001-07-1),0.2226599379689256,1,2.674023385,1.763409982,817.4554412,20.25878407,14.7897887,14.7897887,13.3674124,8.654952196,8.654952196,6.500240544,6.500240544,4.375625059,4.375625059,2.846783255,2.846783255,37.31277424,30.63916437,0.0,17.2485355,5.563451492,5.563451492,12.13273414,42.48387556,0.0,0.0,9.473725908,0.821428571,1.5,2.178571429,0.3,-2.62,28,368.212,1734446.44,20.12297246,8.593523943,4.613689305,160.705093,10.05699167,10.05699167,0.090327092,-1.553637089,0.4469,99.5368,390.388,6,8,0,1,1,0,2,0,2,5,0,8,6,8,1,5,0,1,1,150,40.11289028,41.66440105,0.0,6.290026729,0.0,0.0,0.0,0.0,0.0,0.0,24.28477435,35.39237126,6.066367068,6.606881965,6.175973057,3,40.11289028,12.15204021,0.0,0.0,0.0,30.70589228,6.606881965,53.59147246,17.2485355,27.78571429,4.736862954,0.0,17.2485355,0.0,67.95193861,4.736862954,0.0,11.12690298,42.46456948,0.0,12.15204021,139.84,10.82541388,0.0,0.0,58.18123064,1.421491144,0.228567833,10.93060596,-3.523285705,-0.564023753,0.0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.404512253
AV-412 (BRD:BRD-K23190681-001-01-1),0.2291415527104661,1,2.852865043,1.730389623,1371.917008,25.87166824,20.53001741,21.28594635,17.15703553,11.57108929,11.94905376,9.183820648,9.591020775,6.197150834,6.486797296,3.968696326,4.149238956,5.817220841,9.184952232,0.0,16.4687383,33.65901175,26.17902562,24.53607432,12.13273414,6.066367068,69.71630441,11.60093989,1.194444444,1.944444444,2.638888889,0.296296296,-3.51,36,478.789,92225013.3,25.5789689,10.62513273,5.821409003,214.9072119,13.5836647,13.5836647,0.002015963,-0.507500051,4.6679,143.0844,507.013,2,7,0,1,1,1,2,1,3,0,0,6,2,9,2,5,0,1,1,186,15.53348694,17.96240369,0.0,5.907179729,0.0,0.0,9.694446915,14.35837209,0.0,0.0,30.02074421,57.30300183,37.25263611,27.32909705,7.549442766,4,9.184952232,45.60367988,0.0,19.7677765,0.0,19.38639965,43.86027481,65.71741685,11.84086864,14.69444444,10.63357721,21.58305037,0.0,11.60093989,64.44057909,4.794537184,17.65808948,19.41092589,49.31411121,5.022633314,10.90292493,73.39,13.5836647,5.926646344,25.61543414,6.649694116,2.003916088,6.284376618,7.920248806,2.638803044,11.61798416,2.1203431,0,0,0,0,0,2,0,0,0,0,1,1,4,2,0,1,0,0,0,1,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386893363
